game_id,season,week,posteam,defteam,fixed_drive,raw_result,outcome,received_opening_kick
2022_13_KC_CIN,2022,13,KC,CIN,2.0,Field goal,FG,0
2022_13_LAC_LV,2022,13,LAC,LV,2.0,Punt,PUNT,0
2022_13_LAC_LV,2022,13,LV,LAC,1.0,Punt,PUNT,1
2022_13_MIA_SF,2022,13,MIA,SF,1.0,Touchdown,TD,1
2022_13_MIA_SF,2022,13,SF,MIA,2.0,Field goal,FG,0
2022_13_NO_TB,2022,13,NO,TB,2.0,Punt,PUNT,0
2022_13_NO_TB,2022,13,TB,NO,1.0,Field goal,FG,1
2022_13_NYJ_MIN,2022,13,MIN,NYJ,2.0,Field goal,FG,0
2022_13_NYJ_MIN,2022,13,NYJ,MIN,1.0,Turnover,OTHER,1
2022_13_PIT_ATL,2022,13,ATL,PIT,2.0,Punt,PUNT,0
2022_13_PIT_ATL,2022,13,PIT,ATL,1.0,Field goal,FG,1
2022_13_SEA_LA,2022,13,LA,SEA,1.0,Touchdown,TD,1
2022_13_SEA_LA,2022,13,SEA,LA,2.0,Touchdown,TD,0
2022_13_TEN_PHI,2022,13,PHI,TEN,1.0,Touchdown,TD,1
2022_13_TEN_PHI,2022,13,TEN,PHI,2.0,Punt,PUNT,0
2022_13_WAS_NYG,2022,13,NYG,WAS,1.0,Turnover,OTHER,1
2022_13_WAS_NYG,2022,13,WAS,NYG,2.0,Field goal,FG,0
2022_14_BAL_PIT,2022,14,BAL,PIT,1.0,Punt,PUNT,1
2022_14_BAL_PIT,2022,14,PIT,BAL,2.0,Punt,PUNT,0
2022_14_CAR_SEA,2022,14,CAR,SEA,1.0,Field goal,FG,1
2022_14_CAR_SEA,2022,14,SEA,CAR,2.0,Turnover,OTHER,0
2022_14_CLE_CIN,2022,14,CIN,CLE,1.0,Punt,PUNT,1
2022_14_CLE_CIN,2022,14,CLE,CIN,2.0,Turnover on downs,OTHER,0
2022_14_HOU_DAL,2022,14,DAL,HOU,1.0,Touchdown,TD,1
2022_14_HOU_DAL,2022,14,HOU,DAL,2.0,Punt,PUNT,0
2022_14_JAX_TEN,2022,14,JAX,TEN,2.0,Punt,PUNT,0
2022_14_JAX_TEN,2022,14,TEN,JAX,1.0,Touchdown,TD,1
2022_14_KC_DEN,2022,14,DEN,KC,2.0,Punt,PUNT,0
2022_14_KC_DEN,2022,14,KC,DEN,1.0,Field goal,FG,1
2022_14_LV_LA,2022,14,LA,LV,2.0,Punt,PUNT,0
2022_14_LV_LA,2022,14,LV,LA,1.0,Touchdown,TD,1
2022_14_MIA_LAC,2022,14,LAC,MIA,2.0,Turnover on downs,OTHER,0
2022_14_MIA_LAC,2022,14,MIA,LAC,1.0,Punt,PUNT,1
2022_14_MIN_DET,2022,14,DET,MIN,1.0,Punt,PUNT,1
2022_14_MIN_DET,2022,14,MIN,DET,2.0,Turnover on downs,OTHER,0
2022_14_NE_ARI,2022,14,ARI,NE,1.0,Missed field goal,OTHER,1
2022_14_NE_ARI,2022,14,NE,ARI,2.0,Punt,PUNT,0
2022_14_NYJ_BUF,2022,14,BUF,NYJ,1.0,Punt,PUNT,1
2022_14_NYJ_BUF,2022,14,NYJ,BUF,2.0,Punt,PUNT,0
2022_14_PHI_NYG,2022,14,NYG,PHI,1.0,Punt,PUNT,1
2022_14_PHI_NYG,2022,14,PHI,NYG,2.0,Touchdown,TD,0
2022_14_TB_SF,2022,14,SF,TB,1.0,Touchdown,TD,1
2022_14_TB_SF,2022,14,TB,SF,2.0,Missed field goal,OTHER,0
2022_15_ARI_DEN,2022,15,ARI,DEN,2.0,Punt,PUNT,0
2022_15_ARI_DEN,2022,15,DEN,ARI,1.0,Field goal,FG,1
2022_15_ATL_NO,2022,15,ATL,NO,2.0,Punt,PUNT,0
2022_15_ATL_NO,2022,15,NO,ATL,1.0,Touchdown,TD,1
2022_15_BAL_CLE,2022,15,BAL,CLE,2.0,Turnover on downs,OTHER,0
2022_15_BAL_CLE,2022,15,CLE,BAL,1.0,Punt,PUNT,1
2022_15_CIN_TB,2022,15,CIN,TB,1.0,Turnover,OTHER,1
2022_15_CIN_TB,2022,15,TB,CIN,2.0,Field goal,FG,0
2022_15_DAL_JAX,2022,15,DAL,JAX,1.0,Punt,PUNT,1
2022_15_DAL_JAX,2022,15,JAX,DAL,2.0,Turnover,OTHER,0
2022_15_DET_NYJ,2022,15,DET,NYJ,1.0,Turnover on downs,OTHER,1
2022_15_DET_NYJ,2022,15,NYJ,DET,2.0,Opp touchdown,OTHER,0
2022_15_IND_MIN,2022,15,IND,MIN,1.0,Field goal,FG,1
2022_15_IND_MIN,2022,15,MIN,IND,2.0,Opp touchdown,OTHER,0
2022_15_KC_HOU,2022,15,HOU,KC,1.0,Punt,PUNT,1
2022_15_KC_HOU,2022,15,KC,HOU,2.0,Punt,PUNT,0
2022_15_LA_GB,2022,15,GB,LA,2.0,Field goal,FG,0
2022_15_LA_GB,2022,15,LA,GB,1.0,Punt,PUNT,1
2022_15_MIA_BUF,2022,15,BUF,MIA,2.0,Punt,PUNT,0
2022_15_MIA_BUF,2022,15,MIA,BUF,1.0,Punt,PUNT,1
2022_15_NE_LV,2022,15,LV,NE,1.0,Field goal,FG,1
2022_15_NE_LV,2022,15,NE,LV,2.0,Punt,PUNT,0
2022_15_NYG_WAS,2022,15,NYG,WAS,2.0,Punt,PUNT,0
2022_15_NYG_WAS,2022,15,WAS,NYG,1.0,Punt,PUNT,1
2022_15_PHI_CHI,2022,15,CHI,PHI,1.0,Turnover on downs,OTHER,1
2022_15_PHI_CHI,2022,15,PHI,CHI,2.0,Turnover,OTHER,0
2022_15_PIT_CAR,2022,15,CAR,PIT,1.0,Punt,PUNT,1
2022_15_PIT_CAR,2022,15,PIT,CAR,2.0,Touchdown,TD,0
2022_15_SF_SEA,2022,15,SEA,SF,1.0,Punt,PUNT,1
2022_15_SF_SEA,2022,15,SF,SEA,2.0,Punt,PUNT,0
2022_15_TEN_LAC,2022,15,LAC,TEN,2.0,Touchdown,TD,0
2022_15_TEN_LAC,2022,15,TEN,LAC,1.0,Punt,PUNT,1
2022_16_ATL_BAL,2022,16,ATL,BAL,2.0,Punt,PUNT,0
2022_16_ATL_BAL,2022,16,BAL,ATL,1.0,Punt,PUNT,1
2022_16_BUF_CHI,2022,16,BUF,CHI,2.0,Touchdown,TD,0
2022_16_BUF_CHI,2022,16,CHI,BUF,1.0,Touchdown,TD,1
2022_16_CIN_NE,2022,16,CIN,NE,1.0,Touchdown,TD,1
2022_16_CIN_NE,2022,16,NE,CIN,2.0,Punt,PUNT,0
2022_16_DEN_LA,2022,16,DEN,LA,2.0,Turnover,OTHER,0
2022_16_DEN_LA,2022,16,LA,DEN,1.0,Field goal,FG,1
2022_16_DET_CAR,2022,16,CAR,DET,1.0,Touchdown,TD,1
2022_16_DET_CAR,2022,16,DET,CAR,2.0,Touchdown,TD,0
2022_16_GB_MIA,2022,16,GB,MIA,2.0,Field goal,FG,0
2022_16_GB_MIA,2022,16,MIA,GB,1.0,Field goal,FG,1
2022_16_HOU_TEN,2022,16,HOU,TEN,2.0,Punt,PUNT,0
2022_16_HOU_TEN,2022,16,TEN,HOU,1.0,Punt,PUNT,1
2022_16_JAX_NYJ,2022,16,JAX,NYJ,1.0,Turnover,OTHER,1
2022_16_JAX_NYJ,2022,16,NYJ,JAX,2.0,Field goal,FG,0
2022_16_LAC_IND,2022,16,IND,LAC,1.0,Punt,PUNT,1
2022_16_LAC_IND,2022,16,LAC,IND,2.0,Punt,PUNT,0
2022_16_LV_PIT,2022,16,LV,PIT,1.0,Touchdown,TD,1
2022_16_LV_PIT,2022,16,PIT,LV,2.0,Punt,PUNT,0
2022_16_NO_CLE,2022,16,CLE,NO,1.0,Punt,PUNT,1
2022_16_NO_CLE,2022,16,NO,CLE,2.0,Punt,PUNT,0
2022_16_NYG_MIN,2022,16,MIN,NYG,1.0,Punt,PUNT,1
2022_16_NYG_MIN,2022,16,NYG,MIN,2.0,Punt,PUNT,0
2022_16_PHI_DAL,2022,16,DAL,PHI,2.0,Opp touchdown,OTHER,0
2022_16_PHI_DAL,2022,16,PHI,DAL,1.0,Field goal,FG,1
2022_16_SEA_KC,2022,16,KC,SEA,1.0,Punt,PUNT,1
2022_16_SEA_KC,2022,16,SEA,KC,2.0,Punt,PUNT,0
2022_16_TB_ARI,2022,16,ARI,TB,2.0,Turnover,OTHER,0
2022_16_TB_ARI,2022,16,TB,ARI,1.0,Field goal,FG,1
2022_16_WAS_SF,2022,16,SF,WAS,2.0,Turnover on downs,OTHER,0
2022_16_WAS_SF,2022,16,WAS,SF,1.0,Punt,PUNT,1
2022_17_ARI_ATL,2022,17,ARI,ATL,1.0,Field goal,FG,1
2022_17_ARI_ATL,2022,17,ATL,ARI,2.0,Touchdown,TD,0
2022_17_CAR_TB,2022,17,CAR,TB,1.0,Touchdown,TD,1
2022_17_CAR_TB,2022,17,TB,CAR,2.0,Turnover,OTHER,0
2022_17_CHI_DET,2022,17,CHI,DET,1.0,Touchdown,TD,1
2022_17_CHI_DET,2022,17,DET,CHI,2.0,Touchdown,TD,0
2022_17_CLE_WAS,2022,17,CLE,WAS,1.0,Punt,PUNT,1
2022_17_CLE_WAS,2022,17,WAS,CLE,2.0,Turnover,OTHER,0
2022_17_DAL_TEN,2022,17,DAL,TEN,1.0,Punt,PUNT,1
2022_17_DAL_TEN,2022,17,TEN,DAL,2.0,Punt,PUNT,0
2022_17_DEN_KC,2022,17,DEN,KC,1.0,Punt,PUNT,1
2022_17_DEN_KC,2022,17,KC,DEN,2.0,Touchdown,TD,0
2022_17_IND_NYG,2022,17,IND,NYG,1.0,Punt,PUNT,1
2022_17_IND_NYG,2022,17,NYG,IND,2.0,Punt,PUNT,0
2022_17_JAX_HOU,2022,17,HOU,JAX,1.0,Turnover on downs,OTHER,1
2022_17_JAX_HOU,2022,17,JAX,HOU,2.0,Touchdown,TD,0
2022_17_LA_LAC,2022,17,LA,LAC,1.0,Punt,PUNT,1
2022_17_LA_LAC,2022,17,LAC,LA,2.0,Punt,PUNT,0
2022_17_MIA_NE,2022,17,MIA,NE,1.0,Punt,PUNT,1
2022_17_MIA_NE,2022,17,NE,MIA,2.0,Touchdown,TD,0
2022_17_MIN_GB,2022,17,GB,MIN,2.0,Punt,PUNT,0
2022_17_MIN_GB,2022,17,MIN,GB,1.0,Punt,PUNT,1
2022_17_NO_PHI,2022,17,NO,PHI,1.0,Touchdown,TD,1
2022_17_NO_PHI,2022,17,PHI,NO,2.0,Punt,PUNT,0
2022_17_NYJ_SEA,2022,17,NYJ,SEA,2.0,Turnover,OTHER,0
2022_17_NYJ_SEA,2022,17,SEA,NYJ,1.0,Touchdown,TD,1
2022_17_PIT_BAL,2022,17,BAL,PIT,2.0,Field goal,FG,0
2022_17_PIT_BAL,2022,17,PIT,BAL,1.0,Field goal,FG,1
2022_17_SF_LV,2022,17,LV,SF,1.0,Touchdown,TD,1
2022_17_SF_LV,2022,17,SF,LV,2.0,Touchdown,TD,0
2022_18_ARI_SF,2022,18,ARI,SF,1.0,Touchdown,TD,1
2022_18_ARI_SF,2022,18,SF,ARI,2.0,Touchdown,TD,0
2022_18_BAL_CIN,2022,18,BAL,CIN,1.0,Punt,PUNT,1
2022_18_BAL_CIN,2022,18,CIN,BAL,2.0,Field goal,FG,0
2022_18_CAR_NO,2022,18,CAR,NO,2.0,Punt,PUNT,0
2022_18_CAR_NO,2022,18,NO,CAR,1.0,Touchdown,TD,1
2022_18_CLE_PIT,2022,18,CLE,PIT,1.0,Punt,PUNT,1
2022_18_CLE_PIT,2022,18,PIT,CLE,2.0,Turnover,OTHER,0
2022_18_DAL_WAS,2022,18,DAL,WAS,1.0,Turnover on downs,OTHER,1
2022_18_DAL_WAS,2022,18,WAS,DAL,2.0,Touchdown,TD,0
2022_18_DET_GB,2022,18,DET,GB,2.0,Punt,PUNT,0
2022_18_DET_GB,2022,18,GB,DET,1.0,Field goal,FG,1
2022_18_HOU_IND,2022,18,HOU,IND,1.0,Touchdown,TD,1
2022_18_HOU_IND,2022,18,IND,HOU,2.0,Field goal,FG,0
2022_18_KC_LV,2022,18,KC,LV,1.0,Touchdown,TD,1
2022_18_KC_LV,2022,18,LV,KC,2.0,Field goal,FG,0
2022_18_LAC_DEN,2022,18,DEN,LAC,2.0,Touchdown,TD,0
2022_18_LAC_DEN,2022,18,LAC,DEN,1.0,Touchdown,TD,1
2022_18_LA_SEA,2022,18,LA,SEA,2.0,Field goal,FG,0
2022_18_LA_SEA,2022,18,SEA,LA,1.0,Turnover,OTHER,1
2022_18_MIN_CHI,2022,18,CHI,MIN,1.0,Punt,PUNT,1
2022_18_MIN_CHI,2022,18,MIN,CHI,2.0,Touchdown,TD,0
2022_18_NE_BUF,2022,18,BUF,NE,1.0,Touchdown,TD,1
2022_18_NE_BUF,2022,18,NE,BUF,2.0,Punt,PUNT,0
2022_18_NYG_PHI,2022,18,NYG,PHI,1.0,Punt,PUNT,1
2022_18_NYG_PHI,2022,18,PHI,NYG,2.0,Field goal,FG,0
2022_18_NYJ_MIA,2022,18,MIA,NYJ,1.0,Turnover on downs,OTHER,1
2022_18_NYJ_MIA,2022,18,NYJ,MIA,2.0,Punt,PUNT,0
2022_18_TB_ATL,2022,18,ATL,TB,2.0,Punt,PUNT,0
2022_18_TB_ATL,2022,18,TB,ATL,1.0,Touchdown,TD,1
2022_18_TEN_JAX,2022,18,JAX,TEN,2.0,Punt,PUNT,0
2022_18_TEN_JAX,2022,18,TEN,JAX,1.0,Punt,PUNT,1
2023_01_ARI_WAS,2023,1,ARI,WAS,2.0,Punt,PUNT,0
2023_01_ARI_WAS,2023,1,WAS,ARI,1.0,Punt,PUNT,1
2023_01_BUF_NYJ,2023,1,BUF,NYJ,1.0,Punt,PUNT,1
2023_01_BUF_NYJ,2023,1,NYJ,BUF,2.0,Punt,PUNT,0
2023_01_CAR_ATL,2023,1,ATL,CAR,1.0,Punt,PUNT,1
2023_01_CAR_ATL,2023,1,CAR,ATL,2.0,Turnover on downs,OTHER,0
2023_01_CIN_CLE,2023,1,CIN,CLE,1.0,Punt,PUNT,1
2023_01_CIN_CLE,2023,1,CLE,CIN,2.0,Punt,PUNT,0
2023_01_DAL_NYG,2023,1,DAL,NYG,1.0,Opp touchdown,OTHER,1
2023_01_DAL_NYG,2023,1,NYG,DAL,1.0,Opp touchdown,OTHER,1
2023_01_DET_KC,2023,1,DET,KC,1.0,Punt,PUNT,1
2023_01_DET_KC,2023,1,KC,DET,2.0,Punt,PUNT,0
2023_01_GB_CHI,2023,1,CHI,GB,1.0,Turnover on downs,OTHER,1
2023_01_GB_CHI,2023,1,GB,CHI,2.0,Touchdown,TD,0
2023_01_HOU_BAL,2023,1,BAL,HOU,1.0,Punt,PUNT,1
2023_01_HOU_BAL,2023,1,HOU,BAL,2.0,Turnover on downs,OTHER,0
2023_01_JAX_IND,2023,1,IND,JAX,1.0,Punt,PUNT,1
2023_01_JAX_IND,2023,1,JAX,IND,2.0,Punt,PUNT,0
2023_01_LA_SEA,2023,1,LA,SEA,2.0,Touchdown,TD,0
2023_01_LA_SEA,2023,1,SEA,LA,1.0,Field goal,FG,1
2023_01_LV_DEN,2023,1,DEN,LV,2.0,Touchdown,TD,0
2023_01_LV_DEN,2023,1,LV,DEN,1.0,Touchdown,TD,1
2023_01_MIA_LAC,2023,1,LAC,MIA,2.0,Touchdown,TD,0
2023_01_MIA_LAC,2023,1,MIA,LAC,1.0,Turnover,OTHER,1
2023_01_PHI_NE,2023,1,NE,PHI,2.0,Opp touchdown,OTHER,0
2023_01_PHI_NE,2023,1,PHI,NE,1.0,Field goal,FG,1
2023_01_SF_PIT,2023,1,PIT,SF,1.0,Punt,PUNT,1
2023_01_SF_PIT,2023,1,SF,PIT,2.0,Touchdown,TD,0
2023_01_TB_MIN,2023,1,MIN,TB,1.0,Punt,PUNT,1
2023_01_TB_MIN,2023,1,TB,MIN,2.0,Punt,PUNT,0
2023_01_TEN_NO,2023,1,NO,TEN,2.0,Field goal,FG,0
2023_01_TEN_NO,2023,1,TEN,NO,2.0,Field goal,FG,0
2023_02_BAL_CIN,2023,2,BAL,CIN,1.0,Touchdown,TD,1
2023_02_BAL_CIN,2023,2,CIN,BAL,2.0,Punt,PUNT,0
2023_02_CHI_TB,2023,2,CHI,TB,2.0,Touchdown,TD,0
2023_02_CHI_TB,2023,2,TB,CHI,1.0,Field goal,FG,1
2023_02_CLE_PIT,2023,2,CLE,PIT,1.0,Opp touchdown,OTHER,1
2023_02_CLE_PIT,2023,2,PIT,CLE,1.0,Opp touchdown,OTHER,1
2023_02_GB_ATL,2023,2,ATL,GB,2.0,Turnover,OTHER,0
2023_02_GB_ATL,2023,2,GB,ATL,1.0,Punt,PUNT,1
2023_02_IND_HOU,2023,2,HOU,IND,2.0,Turnover,OTHER,0
2023_02_IND_HOU,2023,2,IND,HOU,1.0,Touchdown,TD,1
2023_02_KC_JAX,2023,2,JAX,KC,1.0,Punt,PUNT,1
2023_02_KC_JAX,2023,2,KC,JAX,2.0,Punt,PUNT,0
2023_02_LAC_TEN,2023,2,LAC,TEN,1.0,Punt,PUNT,1
2023_02_LAC_TEN,2023,2,TEN,LAC,2.0,Turnover on downs,OTHER,0
2023_02_LV_BUF,2023,2,BUF,LV,2.0,Punt,PUNT,0
2023_02_LV_BUF,2023,2,LV,BUF,1.0,Touchdown,TD,1
2023_02_MIA_NE,2023,2,MIA,NE,2.0,Field goal,FG,0
2023_02_MIA_NE,2023,2,NE,MIA,1.0,Punt,PUNT,1
2023_02_MIN_PHI,2023,2,MIN,PHI,2.0,Punt,PUNT,0
2023_02_MIN_PHI,2023,2,PHI,MIN,1.0,Field goal,FG,1
2023_02_NO_CAR,2023,2,CAR,NO,2.0,Field goal,FG,0
2023_02_NO_CAR,2023,2,NO,CAR,1.0,Punt,PUNT,1
2023_02_NYG_ARI,2023,2,ARI,NYG,1.0,Missed field goal,OTHER,1
2023_02_NYG_ARI,2023,2,NYG,ARI,2.0,Punt,PUNT,0
2023_02_NYJ_DAL,2023,2,DAL,NYJ,1.0,Touchdown,TD,1
2023_02_NYJ_DAL,2023,2,NYJ,DAL,2.0,Punt,PUNT,0
2023_02_SEA_DET,2023,2,DET,SEA,2.0,Touchdown,TD,0
2023_02_SEA_DET,2023,2,SEA,DET,1.0,Touchdown,TD,1
2023_02_SF_LA,2023,2,LA,SF,2.0,Field goal,FG,0
2023_02_SF_LA,2023,2,SF,LA,1.0,Touchdown,TD,1
2023_02_WAS_DEN,2023,2,DEN,WAS,2.0,Touchdown,TD,0
2023_02_WAS_DEN,2023,2,WAS,DEN,1.0,Missed field goal,OTHER,1
2023_03_ATL_DET,2023,3,ATL,DET,1.0,Punt,PUNT,1
2023_03_ATL_DET,2023,3,DET,ATL,2.0,Punt,PUNT,0
2023_03_BUF_WAS,2023,3,BUF,WAS,1.0,Field goal,FG,1
2023_03_BUF_WAS,2023,3,WAS,BUF,2.0,Turnover,OTHER,0
2023_03_CAR_SEA,2023,3,CAR,SEA,2.0,Field goal,FG,0
2023_03_CAR_SEA,2023,3,SEA,CAR,1.0,Punt,PUNT,1
2023_03_CHI_KC,2023,3,CHI,KC,2.0,Punt,PUNT,0
2023_03_CHI_KC,2023,3,KC,CHI,1.0,Punt,PUNT,1
2023_03_DAL_ARI,2023,3,ARI,DAL,1.0,Field goal,FG,1
2023_03_DAL_ARI,2023,3,DAL,ARI,2.0,Punt,PUNT,0
2023_03_DEN_MIA,2023,3,DEN,MIA,2.0,Punt,PUNT,0
2023_03_DEN_MIA,2023,3,MIA,DEN,1.0,Touchdown,TD,1
2023_03_HOU_JAX,2023,3,HOU,JAX,1.0,Punt,PUNT,1
2023_03_HOU_JAX,2023,3,JAX,HOU,2.0,Missed field goal,OTHER,0
2023_03_IND_BAL,2023,3,BAL,IND,2.0,Touchdown,TD,0
2023_03_IND_BAL,2023,3,IND,BAL,1.0,Punt,PUNT,1
2023_03_LAC_MIN,2023,3,LAC,MIN,1.0,Punt,PUNT,1
2023_03_LAC_MIN,2023,3,MIN,LAC,2.0,Turnover,OTHER,0
2023_03_LA_CIN,2023,3,CIN,LA,1.0,Missed field goal,OTHER,1
2023_03_LA_CIN,2023,3,LA,CIN,2.0,Field goal,FG,0
2023_03_NE_NYJ,2023,3,NE,NYJ,2.0,Field goal,FG,0
2023_03_NE_NYJ,2023,3,NYJ,NE,1.0,Punt,PUNT,1
2023_03_NO_GB,2023,3,GB,NO,2.0,Turnover on downs,OTHER,0
2023_03_NO_GB,2023,3,NO,GB,1.0,Punt,PUNT,1
2023_03_NYG_SF,2023,3,NYG,SF,2.0,Field goal,FG,0
2023_03_NYG_SF,2023,3,SF,NYG,1.0,Field goal,FG,1
2023_03_PHI_TB,2023,3,PHI,TB,2.0,Turnover on downs,OTHER,0
2023_03_PHI_TB,2023,3,TB,PHI,1.0,Punt,PUNT,1
2023_03_PIT_LV,2023,3,LV,PIT,2.0,Punt,PUNT,0
2023_03_PIT_LV,2023,3,PIT,LV,1.0,Punt,PUNT,1
2023_03_TEN_CLE,2023,3,CLE,TEN,1.0,Field goal,FG,1
2023_03_TEN_CLE,2023,3,TEN,CLE,2.0,Punt,PUNT,0
2023_04_ARI_SF,2023,4,ARI,SF,1.0,Punt,PUNT,1
2023_04_ARI_SF,2023,4,SF,ARI,2.0,Touchdown,TD,0
2023_04_ATL_JAX,2023,4,ATL,JAX,2.0,Punt,PUNT,0
2023_04_ATL_JAX,2023,4,JAX,ATL,1.0,Punt,PUNT,1
2023_04_BAL_CLE,2023,4,BAL,CLE,1.0,Punt,PUNT,1
2023_04_BAL_CLE,2023,4,CLE,BAL,2.0,Punt,PUNT,0
2023_04_CIN_TEN,2023,4,CIN,TEN,1.0,Field goal,FG,1
2023_04_CIN_TEN,2023,4,TEN,CIN,2.0,Field goal,FG,0
2023_04_DEN_CHI,2023,4,CHI,DEN,1.0,Punt,PUNT,1
2023_04_DEN_CHI,2023,4,DEN,CHI,2.0,Touchdown,TD,0
2023_04_DET_GB,2023,4,DET,GB,1.0,Turnover,OTHER,1
2023_04_DET_GB,2023,4,GB,DET,2.0,Field goal,FG,0
2023_04_KC_NYJ,2023,4,KC,NYJ,1.0,Field goal,FG,1
2023_04_KC_NYJ,2023,4,NYJ,KC,2.0,Punt,PUNT,0
2023_04_LA_IND,2023,4,IND,LA,2.0,Punt,PUNT,0
2023_04_LA_IND,2023,4,LA,IND,1.0,Touchdown,TD,1
2023_04_LV_LAC,2023,4,LAC,LV,1.0,Touchdown,TD,1
2023_04_LV_LAC,2023,4,LV,LAC,2.0,Punt,PUNT,0
2023_04_MIA_BUF,2023,4,BUF,MIA,1.0,Touchdown,TD,1
2023_04_MIA_BUF,2023,4,MIA,BUF,2.0,Touchdown,TD,0
2023_04_MIN_CAR,2023,4,CAR,MIN,1.0,Opp touchdown,OTHER,1
2023_04_MIN_CAR,2023,4,MIN,CAR,1.0,Opp touchdown,OTHER,1
2023_04_NE_DAL,2023,4,DAL,NE,1.0,Field goal,FG,1
2023_04_NE_DAL,2023,4,NE,DAL,2.0,Field goal,FG,0
2023_04_PIT_HOU,2023,4,HOU,PIT,1.0,Touchdown,TD,1
2023_04_PIT_HOU,2023,4,PIT,HOU,2.0,Turnover,OTHER,0
2023_04_SEA_NYG,2023,4,NYG,SEA,1.0,Turnover on downs,OTHER,1
2023_04_SEA_NYG,2023,4,SEA,NYG,2.0,Punt,PUNT,0
2023_04_TB_NO,2023,4,NO,TB,1.0,Field goal,FG,1
2023_04_TB_NO,2023,4,TB,NO,2.0,Punt,PUNT,0
2023_04_WAS_PHI,2023,4,PHI,WAS,2.0,Touchdown,TD,0
2023_04_WAS_PHI,2023,4,WAS,PHI,1.0,Touchdown,TD,1
2023_05_BAL_PIT,2023,5,BAL,PIT,1.0,Punt,PUNT,1
2023_05_BAL_PIT,2023,5,PIT,BAL,2.0,Punt,PUNT,0
2023_05_CAR_DET,2023,5,CAR,DET,1.0,Punt,PUNT,1
2023_05_CAR_DET,2023,5,DET,CAR,2.0,Touchdown,TD,0
2023_05_CHI_WAS,2023,5,CHI,WAS,1.0,Touchdown,TD,1
2023_05_CHI_WAS,2023,5,WAS,CHI,2.0,Punt,PUNT,0
2023_05_CIN_ARI,2023,5,ARI,CIN,1.0,Punt,PUNT,1
2023_05_CIN_ARI,2023,5,CIN,ARI,2.0,Touchdown,TD,0
2023_05_DAL_SF,2023,5,DAL,SF,2.0,Punt,PUNT,0
2023_05_DAL_SF,2023,5,SF,DAL,1.0,Touchdown,TD,1
2023_05_GB_LV,2023,5,GB,LV,1.0,Punt,PUNT,1
2023_05_GB_LV,2023,5,LV,GB,2.0,Punt,PUNT,0
2023_05_HOU_ATL,2023,5,ATL,HOU,1.0,Punt,PUNT,1
2023_05_HOU_ATL,2023,5,HOU,ATL,2.0,Field goal,FG,0
2023_05_JAX_BUF,2023,5,BUF,JAX,2.0,Punt,PUNT,0
2023_05_JAX_BUF,2023,5,JAX,BUF,1.0,Punt,PUNT,1
2023_05_KC_MIN,2023,5,KC,MIN,2.0,Touchdown,TD,0
2023_05_KC_MIN,2023,5,MIN,KC,1.0,Turnover,OTHER,1
2023_05_NO_NE,2023,5,NE,NO,2.0,Punt,PUNT,0
2023_05_NO_NE,2023,5,NO,NE,1.0,Punt,PUNT,1
2023_05_NYG_MIA,2023,5,MIA,NYG,2.0,Touchdown,TD,0
2023_05_NYG_MIA,2023,5,NYG,MIA,1.0,Punt,PUNT,1
2023_05_NYJ_DEN,2023,5,DEN,NYJ,3.0,Touchdown,TD,0
2023_05_NYJ_DEN,2023,5,NYJ,DEN,1.0,Punt,PUNT,1
2023_05_PHI_LA,2023,5,LA,PHI,2.0,Touchdown,TD,0
2023_05_PHI_LA,2023,5,PHI,LA,1.0,Touchdown,TD,1
2023_05_TEN_IND,2023,5,IND,TEN,1.0,Punt,PUNT,1
2023_05_TEN_IND,2023,5,TEN,IND,2.0,Field goal,FG,0
2023_06_ARI_LA,2023,6,ARI,LA,1.0,Field goal,FG,1
2023_06_ARI_LA,2023,6,LA,ARI,2.0,Punt,PUNT,0
2023_06_BAL_TEN,2023,6,BAL,TEN,1.0,Field goal,FG,1
2023_06_BAL_TEN,2023,6,TEN,BAL,2.0,Field goal,FG,0
2023_06_CAR_MIA,2023,6,CAR,MIA,1.0,Punt,PUNT,1
2023_06_CAR_MIA,2023,6,MIA,CAR,2.0,Punt,PUNT,0
2023_06_DAL_LAC,2023,6,DAL,LAC,1.0,Punt,PUNT,1
2023_06_DAL_LAC,2023,6,LAC,DAL,2.0,Touchdown,TD,0
2023_06_DEN_KC,2023,6,DEN,KC,1.0,Turnover on downs,OTHER,1
2023_06_DEN_KC,2023,6,KC,DEN,2.0,Field goal,FG,0
2023_06_DET_TB,2023,6,DET,TB,2.0,Punt,PUNT,0
2023_06_DET_TB,2023,6,TB,DET,1.0,Punt,PUNT,1
2023_06_IND_JAX,2023,6,IND,JAX,1.0,Field goal,FG,1
2023_06_IND_JAX,2023,6,JAX,IND,2.0,Touchdown,TD,0
2023_06_MIN_CHI,2023,6,CHI,MIN,1.0,Punt,PUNT,1
2023_06_MIN_CHI,2023,6,MIN,CHI,2.0,Field goal,FG,0
2023_06_NE_LV,2023,6,LV,NE,1.0,Field goal,FG,1
2023_06_NE_LV,2023,6,NE,LV,2.0,Punt,PUNT,0
2023_06_NO_HOU,2023,6,HOU,NO,1.0,Punt,PUNT,1
2023_06_NO_HOU,2023,6,NO,HOU,2.0,Missed field goal,OTHER,0
2023_06_NYG_BUF,2023,6,BUF,NYG,1.0,Punt,PUNT,1
2023_06_NYG_BUF,2023,6,NYG,BUF,2.0,Punt,PUNT,0
