game_id,season,week,posteam,defteam,fixed_drive,raw_result,outcome,received_opening_kick
2023_06_PHI_NYJ,2023,6,NYJ,PHI,1.0,Punt,PUNT,1
2023_06_PHI_NYJ,2023,6,PHI,NYJ,2.0,Touchdown,TD,0
2023_06_SEA_CIN,2023,6,CIN,SEA,2.0,Touchdown,TD,0
2023_06_SEA_CIN,2023,6,SEA,CIN,1.0,Touchdown,TD,1
2023_06_SF_CLE,2023,6,CLE,SF,2.0,Turnover,OTHER,0
2023_06_SF_CLE,2023,6,SF,CLE,1.0,Touchdown,TD,1
2023_06_WAS_ATL,2023,6,ATL,WAS,2.0,Touchdown,TD,0
2023_06_WAS_ATL,2023,6,WAS,ATL,1.0,Field goal,FG,1
2023_07_ARI_SEA,2023,7,ARI,SEA,1.0,Punt,PUNT,1
2023_07_ARI_SEA,2023,7,SEA,ARI,2.0,Punt,PUNT,0
2023_07_ATL_TB,2023,7,ATL,TB,2.0,Touchdown,TD,0
2023_07_ATL_TB,2023,7,TB,ATL,1.0,Turnover on downs,OTHER,1
2023_07_BUF_NE,2023,7,BUF,NE,2.0,Turnover,OTHER,0
2023_07_BUF_NE,2023,7,NE,BUF,1.0,Field goal,FG,1
2023_07_CLE_IND,2023,7,CLE,IND,1.0,Touchdown,TD,1
2023_07_CLE_IND,2023,7,IND,CLE,2.0,Touchdown,TD,0
2023_07_DET_BAL,2023,7,BAL,DET,1.0,Touchdown,TD,1
2023_07_DET_BAL,2023,7,DET,BAL,2.0,Punt,PUNT,0
2023_07_GB_DEN,2023,7,DEN,GB,1.0,Field goal,FG,1
2023_07_GB_DEN,2023,7,GB,DEN,2.0,Punt,PUNT,0
2023_07_JAX_NO,2023,7,JAX,NO,1.0,Touchdown,TD,1
2023_07_JAX_NO,2023,7,NO,JAX,2.0,Missed field goal,OTHER,0
2023_07_LAC_KC,2023,7,KC,LAC,2.0,Field goal,FG,0
2023_07_LAC_KC,2023,7,LAC,KC,1.0,Punt,PUNT,1
2023_07_LV_CHI,2023,7,CHI,LV,1.0,Punt,PUNT,1
2023_07_LV_CHI,2023,7,LV,CHI,2.0,Missed field goal,OTHER,0
2023_07_MIA_PHI,2023,7,MIA,PHI,2.0,Punt,PUNT,0
2023_07_MIA_PHI,2023,7,PHI,MIA,1.0,Field goal,FG,1
2023_07_PIT_LA,2023,7,LA,PIT,2.0,Punt,PUNT,0
2023_07_PIT_LA,2023,7,PIT,LA,1.0,Punt,PUNT,1
2023_07_SF_MIN,2023,7,MIN,SF,1.0,Turnover,OTHER,1
2023_07_SF_MIN,2023,7,SF,MIN,2.0,Turnover,OTHER,0
2023_07_WAS_NYG,2023,7,NYG,WAS,1.0,Punt,PUNT,1
2023_07_WAS_NYG,2023,7,WAS,NYG,2.0,Punt,PUNT,0
2023_08_ATL_TEN,2023,8,ATL,TEN,2.0,Field goal,FG,0
2023_08_ATL_TEN,2023,8,TEN,ATL,1.0,Turnover,OTHER,1
2023_08_BAL_ARI,2023,8,ARI,BAL,1.0,Touchdown,TD,1
2023_08_BAL_ARI,2023,8,BAL,ARI,2.0,Touchdown,TD,0
2023_08_CHI_LAC,2023,8,CHI,LAC,1.0,Punt,PUNT,1
2023_08_CHI_LAC,2023,8,LAC,CHI,2.0,Touchdown,TD,0
2023_08_CIN_SF,2023,8,CIN,SF,2.0,Touchdown,TD,0
2023_08_CIN_SF,2023,8,SF,CIN,1.0,Punt,PUNT,1
2023_08_CLE_SEA,2023,8,CLE,SEA,1.0,Punt,PUNT,1
2023_08_CLE_SEA,2023,8,SEA,CLE,2.0,Touchdown,TD,0
2023_08_HOU_CAR,2023,8,CAR,HOU,2.0,Punt,PUNT,0
2023_08_HOU_CAR,2023,8,HOU,CAR,1.0,Punt,PUNT,1
2023_08_JAX_PIT,2023,8,JAX,PIT,2.0,Field goal,FG,0
2023_08_JAX_PIT,2023,8,PIT,JAX,1.0,Punt,PUNT,1
2023_08_KC_DEN,2023,8,DEN,KC,2.0,Touchdown,TD,0
2023_08_KC_DEN,2023,8,KC,DEN,1.0,Punt,PUNT,1
2023_08_LA_DAL,2023,8,DAL,LA,1.0,Touchdown,TD,1
2023_08_LA_DAL,2023,8,LA,DAL,2.0,Field goal,FG,0
2023_08_LV_DET,2023,8,DET,LV,1.0,Field goal,FG,1
2023_08_LV_DET,2023,8,LV,DET,2.0,Punt,PUNT,0
2023_08_MIN_GB,2023,8,GB,MIN,1.0,Punt,PUNT,1
2023_08_MIN_GB,2023,8,MIN,GB,2.0,Missed field goal,OTHER,0
2023_08_NE_MIA,2023,8,MIA,NE,2.0,Punt,PUNT,0
2023_08_NE_MIA,2023,8,NE,MIA,1.0,Punt,PUNT,1
2023_08_NO_IND,2023,8,IND,NO,1.0,Punt,PUNT,1
2023_08_NO_IND,2023,8,NO,IND,2.0,Punt,PUNT,0
2023_08_NYJ_NYG,2023,8,NYG,NYJ,2.0,Field goal,FG,0
2023_08_NYJ_NYG,2023,8,NYJ,NYG,1.0,Turnover,OTHER,1
2023_08_PHI_WAS,2023,8,PHI,WAS,2.0,Punt,PUNT,0
2023_08_PHI_WAS,2023,8,WAS,PHI,1.0,Punt,PUNT,1
2023_08_TB_BUF,2023,8,BUF,TB,2.0,Field goal,FG,0
2023_08_TB_BUF,2023,8,TB,BUF,1.0,Punt,PUNT,1
2023_09_ARI_CLE,2023,9,ARI,CLE,1.0,Punt,PUNT,1
2023_09_ARI_CLE,2023,9,CLE,ARI,2.0,Punt,PUNT,0
2023_09_BUF_CIN,2023,9,BUF,CIN,2.0,Touchdown,TD,0
2023_09_BUF_CIN,2023,9,CIN,BUF,1.0,Touchdown,TD,1
2023_09_CHI_NO,2023,9,CHI,NO,1.0,Touchdown,TD,1
2023_09_CHI_NO,2023,9,NO,CHI,2.0,Punt,PUNT,0
2023_09_DAL_PHI,2023,9,DAL,PHI,1.0,Punt,PUNT,1
2023_09_DAL_PHI,2023,9,PHI,DAL,2.0,Touchdown,TD,0
2023_09_IND_CAR,2023,9,CAR,IND,1.0,Punt,PUNT,1
2023_09_IND_CAR,2023,9,IND,CAR,2.0,Punt,PUNT,0
2023_09_LAC_NYJ,2023,9,LAC,NYJ,1.0,Punt,PUNT,1
2023_09_LAC_NYJ,2023,9,NYJ,LAC,2.0,Opp touchdown,OTHER,0
2023_09_LA_GB,2023,9,GB,LA,2.0,Punt,PUNT,0
2023_09_LA_GB,2023,9,LA,GB,1.0,Punt,PUNT,1
2023_09_MIA_KC,2023,9,KC,MIA,1.0,Touchdown,TD,1
2023_09_MIA_KC,2023,9,MIA,KC,2.0,Punt,PUNT,0
2023_09_MIN_ATL,2023,9,ATL,MIN,1.0,Punt,PUNT,1
2023_09_MIN_ATL,2023,9,MIN,ATL,2.0,Punt,PUNT,0
2023_09_NYG_LV,2023,9,LV,NYG,2.0,Touchdown,TD,0
2023_09_NYG_LV,2023,9,NYG,LV,1.0,Punt,PUNT,1
2023_09_SEA_BAL,2023,9,BAL,SEA,2.0,Punt,PUNT,0
2023_09_SEA_BAL,2023,9,SEA,BAL,1.0,Punt,PUNT,1
2023_09_TB_HOU,2023,9,HOU,TB,1.0,Turnover,OTHER,1
2023_09_TB_HOU,2023,9,TB,HOU,2.0,Field goal,FG,0
2023_09_TEN_PIT,2023,9,PIT,TEN,1.0,Touchdown,TD,1
2023_09_TEN_PIT,2023,9,TEN,PIT,2.0,Field goal,FG,0
2023_09_WAS_NE,2023,9,NE,WAS,2.0,Turnover on downs,OTHER,0
2023_09_WAS_NE,2023,9,WAS,NE,1.0,Punt,PUNT,1
2023_10_ATL_ARI,2023,10,ARI,ATL,1.0,Punt,PUNT,1
2023_10_ATL_ARI,2023,10,ATL,ARI,2.0,Punt,PUNT,0
2023_10_CAR_CHI,2023,10,CAR,CHI,2.0,Punt,PUNT,0
2023_10_CAR_CHI,2023,10,CHI,CAR,1.0,Punt,PUNT,1
2023_10_CLE_BAL,2023,10,BAL,CLE,1.0,Opp touchdown,OTHER,1
2023_10_CLE_BAL,2023,10,CLE,BAL,1.0,Opp touchdown,OTHER,1
2023_10_DEN_BUF,2023,10,BUF,DEN,1.0,Turnover,OTHER,1
2023_10_DEN_BUF,2023,10,DEN,BUF,2.0,Field goal,FG,0
2023_10_DET_LAC,2023,10,DET,LAC,2.0,Field goal,FG,0
2023_10_DET_LAC,2023,10,LAC,DET,1.0,Punt,PUNT,1
2023_10_GB_PIT,2023,10,GB,PIT,2.0,Touchdown,TD,0
2023_10_GB_PIT,2023,10,PIT,GB,1.0,Touchdown,TD,1
2023_10_HOU_CIN,2023,10,CIN,HOU,1.0,Touchdown,TD,1
2023_10_HOU_CIN,2023,10,HOU,CIN,2.0,Punt,PUNT,0
2023_10_IND_NE,2023,10,IND,NE,2.0,Touchdown,TD,0
2023_10_IND_NE,2023,10,NE,IND,1.0,Field goal,FG,1
2023_10_NO_MIN,2023,10,MIN,NO,1.0,Field goal,FG,1
2023_10_NO_MIN,2023,10,NO,MIN,2.0,Punt,PUNT,0
2023_10_NYG_DAL,2023,10,DAL,NYG,1.0,Turnover on downs,OTHER,1
2023_10_NYG_DAL,2023,10,NYG,DAL,2.0,Punt,PUNT,0
2023_10_NYJ_LV,2023,10,LV,NYJ,1.0,Punt,PUNT,1
2023_10_NYJ_LV,2023,10,NYJ,LV,2.0,Field goal,FG,0
2023_10_SF_JAX,2023,10,JAX,SF,1.0,Punt,PUNT,1
2023_10_SF_JAX,2023,10,SF,JAX,2.0,Touchdown,TD,0
2023_10_TEN_TB,2023,10,TB,TEN,2.0,Turnover,OTHER,0
2023_10_TEN_TB,2023,10,TEN,TB,1.0,Field goal,FG,1
2023_10_WAS_SEA,2023,10,SEA,WAS,2.0,Field goal,FG,0
2023_10_WAS_SEA,2023,10,WAS,SEA,1.0,Touchdown,TD,1
2023_11_ARI_HOU,2023,11,ARI,HOU,1.0,Touchdown,TD,1
2023_11_ARI_HOU,2023,11,HOU,ARI,2.0,Turnover on downs,OTHER,0
2023_11_CHI_DET,2023,11,CHI,DET,1.0,Touchdown,TD,1
2023_11_CHI_DET,2023,11,DET,CHI,2.0,Turnover,OTHER,0
2023_11_CIN_BAL,2023,11,BAL,CIN,1.0,Touchdown,TD,1
2023_11_CIN_BAL,2023,11,CIN,BAL,2.0,Field goal,FG,0
2023_11_DAL_CAR,2023,11,CAR,DAL,2.0,Punt,PUNT,0
2023_11_DAL_CAR,2023,11,DAL,CAR,1.0,Punt,PUNT,1
2023_11_LAC_GB,2023,11,GB,LAC,1.0,Turnover on downs,OTHER,1
2023_11_LAC_GB,2023,11,LAC,GB,2.0,Turnover on downs,OTHER,0
2023_11_LV_MIA,2023,11,LV,MIA,1.0,Punt,PUNT,1
2023_11_LV_MIA,2023,11,MIA,LV,2.0,Turnover,OTHER,0
2023_11_MIN_DEN,2023,11,DEN,MIN,2.0,Field goal,FG,0
2023_11_MIN_DEN,2023,11,MIN,DEN,1.0,Turnover,OTHER,1
2023_11_NYG_WAS,2023,11,NYG,WAS,1.0,Punt,PUNT,1
2023_11_NYG_WAS,2023,11,WAS,NYG,2.0,Turnover,OTHER,0
2023_11_NYJ_BUF,2023,11,BUF,NYJ,2.0,Field goal,FG,0
2023_11_NYJ_BUF,2023,11,NYJ,BUF,2.0,Field goal,FG,0
2023_11_PHI_KC,2023,11,KC,PHI,1.0,Punt,PUNT,1
2023_11_PHI_KC,2023,11,PHI,KC,2.0,Punt,PUNT,0
2023_11_PIT_CLE,2023,11,CLE,PIT,1.0,Punt,PUNT,1
2023_11_PIT_CLE,2023,11,PIT,CLE,2.0,Punt,PUNT,0
2023_11_SEA_LA,2023,11,LA,SEA,1.0,Punt,PUNT,1
2023_11_SEA_LA,2023,11,SEA,LA,2.0,Touchdown,TD,0
2023_11_TB_SF,2023,11,SF,TB,1.0,Punt,PUNT,1
2023_11_TB_SF,2023,11,TB,SF,2.0,Punt,PUNT,0
2023_11_TEN_JAX,2023,11,JAX,TEN,2.0,Punt,PUNT,0
2023_11_TEN_JAX,2023,11,TEN,JAX,1.0,Punt,PUNT,1
2023_12_BAL_LAC,2023,12,BAL,LAC,2.0,Punt,PUNT,0
2023_12_BAL_LAC,2023,12,LAC,BAL,1.0,Field goal,FG,1
2023_12_BUF_PHI,2023,12,BUF,PHI,1.0,Punt,PUNT,1
2023_12_BUF_PHI,2023,12,PHI,BUF,2.0,Punt,PUNT,0
2023_12_CAR_TEN,2023,12,CAR,TEN,2.0,Punt,PUNT,0
2023_12_CAR_TEN,2023,12,TEN,CAR,1.0,Punt,PUNT,1
2023_12_CHI_MIN,2023,12,CHI,MIN,1.0,Missed field goal,OTHER,1
2023_12_CHI_MIN,2023,12,MIN,CHI,2.0,Punt,PUNT,0
2023_12_CLE_DEN,2023,12,CLE,DEN,1.0,Punt,PUNT,1
2023_12_CLE_DEN,2023,12,DEN,CLE,2.0,Touchdown,TD,0
2023_12_GB_DET,2023,12,DET,GB,2.0,Touchdown,TD,0
2023_12_GB_DET,2023,12,GB,DET,1.0,Touchdown,TD,1
2023_12_JAX_HOU,2023,12,HOU,JAX,1.0,Punt,PUNT,1
2023_12_JAX_HOU,2023,12,JAX,HOU,2.0,Field goal,FG,0
2023_12_KC_LV,2023,12,KC,LV,2.0,Punt,PUNT,0
2023_12_KC_LV,2023,12,LV,KC,1.0,Touchdown,TD,1
2023_12_LA_ARI,2023,12,ARI,LA,2.0,Touchdown,TD,0
2023_12_LA_ARI,2023,12,LA,ARI,1.0,Touchdown,TD,1
2023_12_MIA_NYJ,2023,12,MIA,NYJ,2.0,Turnover on downs,OTHER,0
2023_12_MIA_NYJ,2023,12,NYJ,MIA,1.0,Punt,PUNT,1
2023_12_NE_NYG,2023,12,NE,NYG,2.0,Punt,PUNT,0
2023_12_NE_NYG,2023,12,NYG,NE,1.0,Turnover,OTHER,1
2023_12_NO_ATL,2023,12,ATL,NO,2.0,Punt,PUNT,0
2023_12_NO_ATL,2023,12,NO,ATL,1.0,Punt,PUNT,1
2023_12_PIT_CIN,2023,12,CIN,PIT,2.0,Punt,PUNT,0
2023_12_PIT_CIN,2023,12,PIT,CIN,1.0,Punt,PUNT,1
2023_12_SF_SEA,2023,12,SEA,SF,2.0,Field goal,FG,0
2023_12_SF_SEA,2023,12,SF,SEA,1.0,Touchdown,TD,1
2023_12_TB_IND,2023,12,IND,TB,2.0,Field goal,FG,0
2023_12_TB_IND,2023,12,TB,IND,1.0,Field goal,FG,1
2023_12_WAS_DAL,2023,12,DAL,WAS,2.0,Punt,PUNT,0
2023_12_WAS_DAL,2023,12,WAS,DAL,1.0,Punt,PUNT,1
2023_13_ARI_PIT,2023,13,ARI,PIT,2.0,Punt,PUNT,0
2023_13_ARI_PIT,2023,13,PIT,ARI,1.0,Field goal,FG,1
2023_13_ATL_NYJ,2023,13,ATL,NYJ,1.0,Punt,PUNT,1
2023_13_ATL_NYJ,2023,13,NYJ,ATL,2.0,Punt,PUNT,0
2023_13_CAR_TB,2023,13,CAR,TB,2.0,Punt,PUNT,0
2023_13_CAR_TB,2023,13,TB,CAR,1.0,Punt,PUNT,1
2023_13_CIN_JAX,2023,13,CIN,JAX,1.0,Turnover on downs,OTHER,1
2023_13_CIN_JAX,2023,13,JAX,CIN,2.0,Touchdown,TD,0
2023_13_CLE_LA,2023,13,CLE,LA,1.0,Touchdown,TD,1
2023_13_CLE_LA,2023,13,LA,CLE,2.0,Field goal,FG,0
2023_13_DEN_HOU,2023,13,DEN,HOU,2.0,Punt,PUNT,0
2023_13_DEN_HOU,2023,13,HOU,DEN,1.0,Punt,PUNT,1
2023_13_DET_NO,2023,13,DET,NO,1.0,Touchdown,TD,1
2023_13_DET_NO,2023,13,NO,DET,2.0,Turnover,OTHER,0
2023_13_IND_TEN,2023,13,IND,TEN,2.0,Touchdown,TD,0
2023_13_IND_TEN,2023,13,TEN,IND,1.0,Touchdown,TD,1
2023_13_KC_GB,2023,13,GB,KC,1.0,Touchdown,TD,1
2023_13_KC_GB,2023,13,KC,GB,2.0,Field goal,FG,0
2023_13_LAC_NE,2023,13,LAC,NE,2.0,Punt,PUNT,0
2023_13_LAC_NE,2023,13,NE,LAC,1.0,Punt,PUNT,1
2023_13_MIA_WAS,2023,13,MIA,WAS,2.0,Touchdown,TD,0
2023_13_MIA_WAS,2023,13,WAS,MIA,1.0,Punt,PUNT,1
2023_13_SEA_DAL,2023,13,DAL,SEA,1.0,Field goal,FG,1
2023_13_SEA_DAL,2023,13,SEA,DAL,2.0,Touchdown,TD,0
2023_13_SF_PHI,2023,13,PHI,SF,1.0,Field goal,FG,1
2023_13_SF_PHI,2023,13,SF,PHI,2.0,Punt,PUNT,0
2023_14_BUF_KC,2023,14,BUF,KC,2.0,Punt,PUNT,0
2023_14_BUF_KC,2023,14,KC,BUF,1.0,Turnover,OTHER,1
2023_14_CAR_NO,2023,14,CAR,NO,1.0,Punt,PUNT,1
2023_14_CAR_NO,2023,14,NO,CAR,2.0,Missed field goal,OTHER,0
2023_14_DEN_LAC,2023,14,DEN,LAC,2.0,Turnover,OTHER,0
2023_14_DEN_LAC,2023,14,LAC,DEN,1.0,Punt,PUNT,1
2023_14_DET_CHI,2023,14,CHI,DET,1.0,Touchdown,TD,1
2023_14_DET_CHI,2023,14,DET,CHI,2.0,Punt,PUNT,0
2023_14_GB_NYG,2023,14,GB,NYG,1.0,Punt,PUNT,1
2023_14_GB_NYG,2023,14,NYG,GB,2.0,Punt,PUNT,0
2023_14_HOU_NYJ,2023,14,HOU,NYJ,1.0,Punt,PUNT,1
2023_14_HOU_NYJ,2023,14,NYJ,HOU,2.0,Punt,PUNT,0
2023_14_IND_CIN,2023,14,CIN,IND,2.0,Punt,PUNT,0
2023_14_IND_CIN,2023,14,IND,CIN,1.0,Punt,PUNT,1
2023_14_JAX_CLE,2023,14,CLE,JAX,1.0,Touchdown,TD,1
2023_14_JAX_CLE,2023,14,JAX,CLE,2.0,Punt,PUNT,0
2023_14_LA_BAL,2023,14,BAL,LA,1.0,Punt,PUNT,1
2023_14_LA_BAL,2023,14,LA,BAL,2.0,Field goal,FG,0
2023_14_MIN_LV,2023,14,LV,MIN,1.0,Punt,PUNT,1
2023_14_MIN_LV,2023,14,MIN,LV,2.0,Punt,PUNT,0
2023_14_NE_PIT,2023,14,NE,PIT,1.0,Touchdown,TD,1
2023_14_NE_PIT,2023,14,PIT,NE,2.0,Field goal,FG,0
2023_14_PHI_DAL,2023,14,DAL,PHI,1.0,Touchdown,TD,1
2023_14_PHI_DAL,2023,14,PHI,DAL,2.0,Turnover,OTHER,0
2023_14_SEA_SF,2023,14,SEA,SF,2.0,Touchdown,TD,0
2023_14_SEA_SF,2023,14,SF,SEA,1.0,Touchdown,TD,1
2023_14_TB_ATL,2023,14,ATL,TB,2.0,Field goal,FG,0
2023_14_TB_ATL,2023,14,TB,ATL,1.0,Field goal,FG,1
2023_14_TEN_MIA,2023,14,MIA,TEN,2.0,Turnover,OTHER,0
2023_14_TEN_MIA,2023,14,TEN,MIA,1.0,Punt,PUNT,1
2023_15_ATL_CAR,2023,15,ATL,CAR,1.0,Turnover on downs,OTHER,1
2023_15_ATL_CAR,2023,15,CAR,ATL,2.0,Turnover on downs,OTHER,0
2023_15_BAL_JAX,2023,15,BAL,JAX,2.0,Field goal,FG,0
2023_15_BAL_JAX,2023,15,JAX,BAL,1.0,Punt,PUNT,1
2023_15_CHI_CLE,2023,15,CHI,CLE,2.0,Punt,PUNT,0
2023_15_CHI_CLE,2023,15,CLE,CHI,1.0,Punt,PUNT,1
2023_15_DAL_BUF,2023,15,BUF,DAL,1.0,Touchdown,TD,1
2023_15_DAL_BUF,2023,15,DAL,BUF,2.0,Punt,PUNT,0
2023_15_DEN_DET,2023,15,DEN,DET,2.0,Turnover,OTHER,0
2023_15_DEN_DET,2023,15,DET,DEN,1.0,Punt,PUNT,1
2023_15_HOU_TEN,2023,15,HOU,TEN,1.0,Punt,PUNT,1
2023_15_HOU_TEN,2023,15,TEN,HOU,2.0,Touchdown,TD,0
2023_15_KC_NE,2023,15,KC,NE,2.0,Missed field goal,OTHER,0
2023_15_KC_NE,2023,15,NE,KC,1.0,Punt,PUNT,1
2023_15_LAC_LV,2023,15,LAC,LV,1.0,Punt,PUNT,1
2023_15_LAC_LV,2023,15,LV,LAC,2.0,Touchdown,TD,0
2023_15_MIN_CIN,2023,15,CIN,MIN,1.0,Field goal,FG,1
2023_15_MIN_CIN,2023,15,MIN,CIN,2.0,Touchdown,TD,0
2023_15_NYG_NO,2023,15,NO,NYG,2.0,Punt,PUNT,0
2023_15_NYG_NO,2023,15,NYG,NO,1.0,Field goal,FG,1
2023_15_NYJ_MIA,2023,15,MIA,NYJ,1.0,Punt,PUNT,1
2023_15_NYJ_MIA,2023,15,NYJ,MIA,2.0,Turnover,OTHER,0
2023_15_PHI_SEA,2023,15,PHI,SEA,1.0,Touchdown,TD,1
2023_15_PHI_SEA,2023,15,SEA,PHI,2.0,Punt,PUNT,0
2023_15_PIT_IND,2023,15,IND,PIT,2.0,Missed field goal,OTHER,0
2023_15_PIT_IND,2023,15,PIT,IND,1.0,Punt,PUNT,1
2023_15_SF_ARI,2023,15,ARI,SF,1.0,Touchdown,TD,1
2023_15_SF_ARI,2023,15,SF,ARI,2.0,Touchdown,TD,0
2023_15_TB_GB,2023,15,GB,TB,2.0,Turnover on downs,OTHER,0
2023_15_TB_GB,2023,15,TB,GB,1.0,Field goal,FG,1
2023_15_WAS_LA,2023,15,LA,WAS,2.0,Field goal,FG,0
2023_15_WAS_LA,2023,15,WAS,LA,1.0,Punt,PUNT,1
2023_16_ARI_CHI,2023,16,ARI,CHI,2.0,Punt,PUNT,0
2023_16_ARI_CHI,2023,16,CHI,ARI,1.0,Punt,PUNT,1
2023_16_BAL_SF,2023,16,BAL,SF,1.0,Punt,PUNT,1
2023_16_BAL_SF,2023,16,SF,BAL,2.0,Turnover,OTHER,0
2023_16_BUF_LAC,2023,16,BUF,LAC,1.0,Punt,PUNT,1
2023_16_BUF_LAC,2023,16,LAC,BUF,2.0,Field goal,FG,0
2023_16_CIN_PIT,2023,16,CIN,PIT,1.0,Punt,PUNT,1
2023_16_CIN_PIT,2023,16,PIT,CIN,2.0,Touchdown,TD,0
2023_16_CLE_HOU,2023,16,CLE,HOU,1.0,Touchdown,TD,1
2023_16_CLE_HOU,2023,16,HOU,CLE,2.0,Punt,PUNT,0
2023_16_DAL_MIA,2023,16,DAL,MIA,1.0,Turnover,OTHER,1
2023_16_DAL_MIA,2023,16,MIA,DAL,2.0,Field goal,FG,0
2023_16_DET_MIN,2023,16,DET,MIN,1.0,Touchdown,TD,1
2023_16_DET_MIN,2023,16,MIN,DET,2.0,Touchdown,TD,0
2023_16_GB_CAR,2023,16,CAR,GB,1.0,Punt,PUNT,1
2023_16_GB_CAR,2023,16,GB,CAR,2.0,Touchdown,TD,0
2023_16_IND_ATL,2023,16,ATL,IND,2.0,Touchdown,TD,0
2023_16_IND_ATL,2023,16,IND,ATL,1.0,Touchdown,TD,1
2023_16_JAX_TB,2023,16,JAX,TB,2.0,Turnover,OTHER,0
2023_16_JAX_TB,2023,16,TB,JAX,1.0,Field goal,FG,1
2023_16_LV_KC,2023,16,KC,LV,1.0,Punt,PUNT,1
2023_16_LV_KC,2023,16,LV,KC,2.0,Punt,PUNT,0
2023_16_NE_DEN,2023,16,DEN,NE,2.0,Turnover on downs,OTHER,0
2023_16_NE_DEN,2023,16,NE,DEN,1.0,Turnover,OTHER,1
2023_16_NO_LA,2023,16,LA,NO,2.0,Touchdown,TD,0
2023_16_NO_LA,2023,16,NO,LA,1.0,Punt,PUNT,1
2023_16_NYG_PHI,2023,16,NYG,PHI,1.0,Punt,PUNT,1
2023_16_NYG_PHI,2023,16,PHI,NYG,2.0,Touchdown,TD,0
2023_16_SEA_TEN,2023,16,SEA,TEN,2.0,Punt,PUNT,0
2023_16_SEA_TEN,2023,16,TEN,SEA,1.0,Punt,PUNT,1
2023_16_WAS_NYJ,2023,16,NYJ,WAS,2.0,Field goal,FG,0
2023_16_WAS_NYJ,2023,16,WAS,NYJ,1.0,Turnover,OTHER,1
2023_17_ARI_PHI,2023,17,ARI,PHI,2.0,Field goal,FG,0
2023_17_ARI_PHI,2023,17,PHI,ARI,1.0,Punt,PUNT,1
2023_17_ATL_CHI,2023,17,ATL,CHI,1.0,Missed field goal,OTHER,1
2023_17_ATL_CHI,2023,17,CHI,ATL,2.0,Touchdown,TD,0
2023_17_CAR_JAX,2023,17,CAR,JAX,2.0,Turnover on downs,OTHER,0
2023_17_CAR_JAX,2023,17,JAX,CAR,1.0,Field goal,FG,1
2023_17_CIN_KC,2023,17,CIN,KC,1.0,Field goal,FG,1
2023_17_CIN_KC,2023,17,KC,CIN,2.0,Touchdown,TD,0
2023_17_DET_DAL,2023,17,DAL,DET,2.0,Turnover,OTHER,0
2023_17_DET_DAL,2023,17,DET,DAL,1.0,Field goal,FG,1
2023_17_GB_MIN,2023,17,GB,MIN,1.0,Punt,PUNT,1
2023_17_GB_MIN,2023,17,MIN,GB,2.0,Punt,PUNT,0
2023_17_LAC_DEN,2023,17,DEN,LAC,2.0,Punt,PUNT,0
2023_17_LAC_DEN,2023,17,LAC,DEN,1.0,Punt,PUNT,1
2023_17_LA_NYG,2023,17,LA,NYG,1.0,Turnover on downs,OTHER,1
2023_17_LA_NYG,2023,17,NYG,LA,2.0,Punt,PUNT,0
2023_17_LV_IND,2023,17,IND,LV,1.0,Touchdown,TD,1
2023_17_LV_IND,2023,17,LV,IND,2.0,Field goal,FG,0
2023_17_MIA_BAL,2023,17,BAL,MIA,2.0,Touchdown,TD,0
2023_17_MIA_BAL,2023,17,MIA,BAL,1.0,Touchdown,TD,1
2023_17_NE_BUF,2023,17,BUF,NE,2.0,Punt,PUNT,0
2023_17_NE_BUF,2023,17,NE,BUF,1.0,Touchdown,TD,1
2023_17_NO_TB,2023,17,NO,TB,1.0,Touchdown,TD,1
2023_17_NO_TB,2023,17,TB,NO,2.0,Punt,PUNT,0
2023_17_NYJ_CLE,2023,17,CLE,NYJ,1.0,Touchdown,TD,1
2023_17_NYJ_CLE,2023,17,NYJ,CLE,2.0,Touchdown,TD,0
2023_17_PIT_SEA,2023,17,PIT,SEA,1.0,Turnover on downs,OTHER,1
2023_17_PIT_SEA,2023,17,SEA,PIT,2.0,Punt,PUNT,0
2023_17_SF_WAS,2023,17,SF,WAS,1.0,Field goal,FG,1
2023_17_SF_WAS,2023,17,WAS,SF,2.0,Punt,PUNT,0
2023_17_TEN_HOU,2023,17,HOU,TEN,2.0,Field goal,FG,0
2023_17_TEN_HOU,2023,17,TEN,HOU,1.0,Punt,PUNT,1
2023_18_ATL_NO,2023,18,ATL,NO,2.0,Touchdown,TD,0
2023_18_ATL_NO,2023,18,NO,ATL,1.0,Punt,PUNT,1
2023_18_BUF_MIA,2023,18,BUF,MIA,2.0,Turnover,OTHER,0
2023_18_BUF_MIA,2023,18,MIA,BUF,1.0,Turnover,OTHER,1
2023_18_CHI_GB,2023,18,CHI,GB,1.0,Field goal,FG,1
2023_18_CHI_GB,2023,18,GB,CHI,2.0,Missed field goal,OTHER,0
2023_18_CLE_CIN,2023,18,CIN,CLE,2.0,Turnover,OTHER,0
2023_18_CLE_CIN,2023,18,CLE,CIN,1.0,Turnover,OTHER,1
2023_18_DAL_WAS,2023,18,DAL,WAS,2.0,Touchdown,TD,0
2023_18_DAL_WAS,2023,18,WAS,DAL,1.0,Turnover on downs,OTHER,1
2023_18_DEN_LV,2023,18,DEN,LV,1.0,Punt,PUNT,1
2023_18_DEN_LV,2023,18,LV,DEN,2.0,Punt,PUNT,0
2023_18_HOU_IND,2023,18,HOU,IND,2.0,Touchdown,TD,0
