game_id,season,week,game_date,home_team,away_team,home_coach,away_coach,roof,surface,temp,wind,spread_line,total_line
2025_18_CAR_TB,2025,18,2026-01-03,TB,CAR,Todd Bowles,Dave Canales,outdoors,grass,69.0,11.0,3.0,43.5
2025_18_CLE_CIN,2025,18,2026-01-04,CIN,CLE,Zac Taylor,Kevin Stefanski,outdoors,fieldturf,37.0,0.0,9.5,47.5
2025_18_DAL_NYG,2025,18,2026-01-04,NYG,DAL,Brian Daboll,Brian Schottenheimer,outdoors,fieldturf,33.0,7.0,-3.0,50.5
2025_18_DET_CHI,2025,18,2026-01-04,CHI,DET,Ben Johnson,Dan Campbell,outdoors,grass,33.0,4.0,3.5,51.5
2025_18_GB_MIN,2025,18,2026-01-04,MIN,GB,Kevin O'Connell,Matt LaFleur,dome,sportturf,,,12.5,37.5
2025_18_IND_HOU,2025,18,2026-01-04,HOU,IND,DeMeco Ryans,Shane Steichen,closed,astroturf,,,9.5,37.5
2025_18_KC_LV,2025,18,2026-01-04,LV,KC,Pete Carroll,Andy Reid,dome,grass,,,-3.5,36.5
2025_18_LAC_DEN,2025,18,2026-01-04,DEN,LAC,Sean Payton,Jim Harbaugh,outdoors,grass,66.0,8.0,14.5,37.5
2025_18_MIA_NE,2025,18,2026-01-04,NE,MIA,Mike Vrabel,Mike McDaniel,outdoors,fieldturf,29.0,6.0,14.0,44.5
2025_18_NO_ATL,2025,18,2026-01-04,ATL,NO,Raheem Morris,Kellen Moore,closed,fieldturf,,,4.5,43.5
2025_18_NYJ_BUF,2025,18,2026-01-04,BUF,NYJ,Sean McDermott,Aaron Glenn,outdoors,a_turf,27.0,13.0,12.5,39.5
2025_18_SEA_SF,2025,18,2026-01-03,SF,SEA,Kyle Shanahan,Mike Macdonald,outdoors,grass,57.0,8.0,-2.5,47.5
2025_18_TEN_JAX,2025,18,2026-01-04,JAX,TEN,Liam Coen,Brian Callahan,outdoors,grass,55.0,8.0,12.5,46.5
2025_18_WAS_PHI,2025,18,2026-01-04,PHI,WAS,Nick Sirianni,Dan Quinn,outdoors,grass,35.0,9.0,3.0,38.5
