game_id,season,week,posteam,defteam,drives,fg_range_drives,stalls,off_tds
2025_01_NYG_WAS,2025,1,NYG,WAS,9,5,5,0
2025_01_NYG_WAS,2025,1,WAS,NYG,10,8,5,3
2025_01_PIT_NYJ,2025,1,NYJ,PIT,11,9,4,5
2025_01_PIT_NYJ,2025,1,PIT,NYJ,11,8,4,4
2025_01_SF_SEA,2025,1,SEA,SF,10,6,5,1
2025_01_SF_SEA,2025,1,SF,SEA,11,8,6,2
2025_01_TB_ATL,2025,1,ATL,TB,10,6,4,2
2025_01_TB_ATL,2025,1,TB,ATL,10,8,5,3
2025_01_TEN_DEN,2025,1,DEN,TEN,14,9,7,2
2025_01_TEN_DEN,2025,1,TEN,DEN,14,9,9,0
2025_02_ATL_MIN,2025,2,ATL,MIN,11,7,6,1
2025_02_ATL_MIN,2025,2,MIN,ATL,10,8,8,0
2025_02_BUF_NYJ,2025,2,BUF,NYJ,11,8,5,3
2025_02_BUF_NYJ,2025,2,NYJ,BUF,10,8,7,1
2025_02_CAR_ARI,2025,2,ARI,CAR,10,9,7,2
2025_02_CAR_ARI,2025,2,CAR,ARI,10,9,6,3
2025_02_CHI_DET,2025,2,CHI,DET,13,9,6,3
2025_02_CHI_DET,2025,2,DET,CHI,12,9,2,7
2025_02_CLE_BAL,2025,2,BAL,CLE,13,9,5,4
2025_02_CLE_BAL,2025,2,CLE,BAL,12,9,7,2
2025_02_DEN_IND,2025,2,DEN,IND,9,9,5,4
2025_02_DEN_IND,2025,2,IND,DEN,10,8,6,2
2025_02_JAX_CIN,2025,2,CIN,JAX,11,9,5,4
2025_02_JAX_CIN,2025,2,JAX,CIN,12,9,6,3
2025_02_LAC_LV,2025,2,LAC,LV,11,9,7,2
2025_02_LAC_LV,2025,2,LV,LAC,10,6,6,0
2025_02_LA_TEN,2025,2,LA,TEN,11,8,4,4
2025_02_LA_TEN,2025,2,TEN,LA,11,10,9,1
2025_02_NE_MIA,2025,2,MIA,NE,9,9,7,2
2025_02_NE_MIA,2025,2,NE,MIA,10,8,4,4
2025_02_NYG_DAL,2025,2,DAL,NYG,14,12,8,4
2025_02_NYG_DAL,2025,2,NYG,DAL,12,9,5,4
2025_02_PHI_KC,2025,2,KC,PHI,9,7,5,2
2025_02_PHI_KC,2025,2,PHI,KC,10,7,5,2
2025_02_SEA_PIT,2025,2,PIT,SEA,13,8,7,1
2025_02_SEA_PIT,2025,2,SEA,PIT,12,8,5,3
2025_02_SF_NO,2025,2,NO,SF,11,8,5,3
2025_02_SF_NO,2025,2,SF,NO,11,8,5,3
2025_02_TB_HOU,2025,2,HOU,TB,11,7,5,2
2025_02_TB_HOU,2025,2,TB,HOU,10,6,3,3
2025_02_WAS_GB,2025,2,GB,WAS,12,8,5,3
2025_02_WAS_GB,2025,2,WAS,GB,11,7,5,2
2025_03_ARI_SF,2025,3,ARI,SF,10,7,6,1
2025_03_ARI_SF,2025,3,SF,ARI,10,7,6,1
2025_03_ATL_CAR,2025,3,ATL,CAR,11,8,8,0
2025_03_ATL_CAR,2025,3,CAR,ATL,10,7,5,2
2025_03_CIN_MIN,2025,3,CIN,MIN,13,9,8,1
2025_03_CIN_MIN,2025,3,MIN,CIN,14,9,5,4
2025_03_DAL_CHI,2025,3,CHI,DAL,10,7,3,4
2025_03_DAL_CHI,2025,3,DAL,CHI,10,9,8,1
2025_03_DEN_LAC,2025,3,DEN,LAC,12,7,5,2
2025_03_DEN_LAC,2025,3,LAC,DEN,12,9,7,2
2025_03_DET_BAL,2025,3,BAL,DET,10,8,4,4
2025_03_DET_BAL,2025,3,DET,BAL,11,10,5,5
2025_03_GB_CLE,2025,3,CLE,GB,10,5,4,1
2025_03_GB_CLE,2025,3,GB,CLE,10,5,4,1
2025_03_HOU_JAX,2025,3,HOU,JAX,13,9,8,1
2025_03_HOU_JAX,2025,3,JAX,HOU,13,6,4,2
2025_03_IND_TEN,2025,3,IND,TEN,10,10,6,4
2025_03_IND_TEN,2025,3,TEN,IND,9,7,5,2
2025_03_KC_NYG,2025,3,KC,NYG,10,6,4,2
2025_03_KC_NYG,2025,3,NYG,KC,9,8,7,1
2025_03_LA_PHI,2025,3,LA,PHI,11,11,9,2
2025_03_LA_PHI,2025,3,PHI,LA,12,10,6,4
2025_03_LV_WAS,2025,3,LV,WAS,12,8,5,3
2025_03_LV_WAS,2025,3,WAS,LV,12,9,5,4
2025_03_MIA_BUF,2025,3,BUF,MIA,9,7,3,4
2025_03_MIA_BUF,2025,3,MIA,BUF,9,8,5,3
2025_03_NO_SEA,2025,3,NO,SEA,12,9,8,1
2025_03_NO_SEA,2025,3,SEA,NO,12,9,5,4
2025_03_NYJ_TB,2025,3,NYJ,TB,12,9,7,2
2025_03_NYJ_TB,2025,3,TB,NYJ,12,8,7,1
2025_03_PIT_NE,2025,3,NE,PIT,9,8,6,2
2025_03_PIT_NE,2025,3,PIT,NE,10,6,3,3
2025_04_BAL_KC,2025,4,BAL,KC,10,10,8,2
2025_04_BAL_KC,2025,4,KC,BAL,10,8,4,4
2025_04_CAR_NE,2025,4,CAR,NE,11,8,6,2
2025_04_CAR_NE,2025,4,NE,CAR,11,8,3,5
2025_04_CHI_LV,2025,4,CHI,LV,11,10,8,2
2025_04_CHI_LV,2025,4,LV,CHI,11,8,5,3
2025_04_CIN_DEN,2025,4,CIN,DEN,10,5,5,0
2025_04_CIN_DEN,2025,4,DEN,CIN,10,7,3,4
2025_04_CLE_DET,2025,4,CLE,DET,14,10,9,1
2025_04_CLE_DET,2025,4,DET,CLE,14,8,5,3
2025_04_GB_DAL,2025,4,DAL,GB,11,9,4,5
2025_04_GB_DAL,2025,4,GB,DAL,11,9,4,5
2025_04_IND_LA,2025,4,IND,LA,12,9,7,2
2025_04_IND_LA,2025,4,LA,IND,12,8,5,3
2025_04_JAX_SF,2025,4,JAX,SF,12,10,8,2
2025_04_JAX_SF,2025,4,SF,JAX,11,8,6,2
2025_04_LAC_NYG,2025,4,LAC,NYG,11,5,3,2
2025_04_LAC_NYG,2025,4,NYG,LAC,11,8,6,2
2025_04_MIN_PIT,2025,4,MIN,PIT,10,8,6,2
2025_04_MIN_PIT,2025,4,PIT,MIN,11,10,7,3
2025_04_NO_BUF,2025,4,BUF,NO,11,8,4,4
2025_04_NO_BUF,2025,4,NO,BUF,10,9,7,2
2025_04_NYJ_MIA,2025,4,MIA,NYJ,9,7,4,3
2025_04_NYJ_MIA,2025,4,NYJ,MIA,10,7,4,3
2025_04_PHI_TB,2025,4,PHI,TB,13,10,7,3
2025_04_PHI_TB,2025,4,TB,PHI,14,9,7,2
2025_04_SEA_ARI,2025,4,ARI,SEA,12,9,7,2
2025_04_SEA_ARI,2025,4,SEA,ARI,10,7,5,2
2025_04_TEN_HOU,2025,4,HOU,TEN,9,6,3,3
2025_04_TEN_HOU,2025,4,TEN,HOU,10,7,7,0
2025_04_WAS_ATL,2025,4,ATL,WAS,10,8,4,4
2025_04_WAS_ATL,2025,4,WAS,ATL,9,8,6,2
2025_05_DAL_NYJ,2025,5,DAL,NYJ,12,9,4,5
2025_05_DAL_NYJ,2025,5,NYJ,DAL,12,9,7,2
2025_05_DEN_PHI,2025,5,DEN,PHI,11,8,6,2
2025_05_DEN_PHI,2025,5,PHI,DEN,12,6,4,2
2025_05_DET_CIN,2025,5,CIN,DET,12,8,5,3
2025_05_DET_CIN,2025,5,DET,CIN,12,9,4,5
2025_05_HOU_BAL,2025,5,BAL,HOU,10,9,8,1
2025_05_HOU_BAL,2025,5,HOU,BAL,10,8,3,5
2025_05_KC_JAX,2025,5,JAX,KC,10,7,4,3
2025_05_KC_JAX,2025,5,KC,JAX,10,9,5,4
2025_05_LV_IND,2025,5,IND,LV,8,8,2,6
2025_05_LV_IND,2025,5,LV,IND,9,9,9,0
2025_05_MIA_CAR,2025,5,CAR,MIA,11,7,4,3
2025_05_MIA_CAR,2025,5,MIA,CAR,10,7,4,3
2025_05_MIN_CLE,2025,5,CLE,MIN,12,6,4,2
2025_05_MIN_CLE,2025,5,MIN,CLE,12,6,3,3
2025_05_NE_BUF,2025,5,BUF,NE,10,6,4,2
2025_05_NE_BUF,2025,5,NE,BUF,10,8,6,2
2025_05_NYG_NO,2025,5,NO,NYG,11,9,8,1
2025_05_NYG_NO,2025,5,NYG,NO,10,8,6,2
2025_05_SF_LA,2025,5,LA,SF,10,9,6,3
2025_05_SF_LA,2025,5,SF,LA,11,8,6,2
2025_05_TB_SEA,2025,5,SEA,TB,10,8,3,5
2025_05_TB_SEA,2025,5,TB,SEA,10,9,5,4
2025_05_TEN_ARI,2025,5,ARI,TEN,13,7,4,3
2025_05_TEN_ARI,2025,5,TEN,ARI,13,7,5,2
2025_05_WAS_LAC,2025,5,LAC,WAS,9,8,7,1
2025_05_WAS_LAC,2025,5,WAS,LAC,8,7,4,3
2025_06_ARI_IND,2025,6,ARI,IND,10,8,5,3
2025_06_ARI_IND,2025,6,IND,ARI,10,7,3,4
2025_06_BUF_ATL,2025,6,ATL,BUF,12,8,5,3
2025_06_BUF_ATL,2025,6,BUF,ATL,11,5,3,2
2025_06_CHI_WAS,2025,6,CHI,WAS,10,8,6,2
2025_06_CHI_WAS,2025,6,WAS,CHI,11,8,5,3
2025_06_CIN_GB,2025,6,CIN,GB,9,6,4,2
2025_06_CIN_GB,2025,6,GB,CIN,9,6,3,3
2025_06_CLE_PIT,2025,6,CLE,PIT,9,7,7,0
2025_06_CLE_PIT,2025,6,PIT,CLE,9,7,5,2
2025_06_DAL_CAR,2025,6,CAR,DAL,9,8,5,3
2025_06_DAL_CAR,2025,6,DAL,CAR,9,8,5,3
2025_06_DEN_NYJ,2025,6,DEN,NYJ,12,5,4,1
2025_06_DEN_NYJ,2025,6,NYJ,DEN,12,6,6,0
2025_06_DET_KC,2025,6,DET,KC,8,7,5,2
2025_06_DET_KC,2025,6,KC,DET,9,6,2,4
2025_06_LAC_MIA,2025,6,LAC,MIA,10,9,7,2
2025_06_LAC_MIA,2025,6,MIA,LAC,11,11,8,3
2025_06_LA_BAL,2025,6,BAL,LA,9,7,7,0
2025_06_LA_BAL,2025,6,LA,BAL,10,5,3,2
2025_06_NE_NO,2025,6,NE,NO,9,6,3,3
2025_06_NE_NO,2025,6,NO,NE,9,7,6,1
2025_06_PHI_NYG,2025,6,NYG,PHI,10,8,3,5
2025_06_PHI_NYG,2025,6,PHI,NYG,10,8,6,2
2025_06_SEA_JAX,2025,6,JAX,SEA,12,8,6,2
2025_06_SEA_JAX,2025,6,SEA,JAX,12,6,4,2
2025_06_SF_TB,2025,6,SF,TB,10,8,7,1
2025_06_SF_TB,2025,6,TB,SF,11,9,5,4
2025_06_TEN_LV,2025,6,LV,TEN,11,6,4,2
2025_06_TEN_LV,2025,6,TEN,LV,10,6,5,1
2025_07_ATL_SF,2025,7,ATL,SF,9,7,6,1
2025_07_ATL_SF,2025,7,SF,ATL,9,6,4,2
2025_07_CAR_NYJ,2025,7,CAR,NYJ,11,7,6,1
2025_07_CAR_NYJ,2025,7,NYJ,CAR,11,6,6,0
2025_07_GB_ARI,2025,7,ARI,GB,9,6,4,2
2025_07_GB_ARI,2025,7,GB,ARI,10,9,6,3
2025_07_HOU_SEA,2025,7,HOU,SEA,15,11,10,1
2025_07_HOU_SEA,2025,7,SEA,HOU,15,9,6,3
2025_07_IND_LAC,2025,7,IND,LAC,9,7,2,5
2025_07_IND_LAC,2025,7,LAC,IND,8,8,5,3
2025_07_LA_JAX,2025,7,JAX,LA,11,10,9,1
2025_07_LA_JAX,2025,7,LA,JAX,12,6,1,5
2025_07_LV_KC,2025,7,KC,LV,9,6,2,4
2025_07_LV_KC,2025,7,LV,KC,10,6,6,0
2025_07_MIA_CLE,2025,7,CLE,MIA,12,7,4,3
2025_07_MIA_CLE,2025,7,MIA,CLE,12,9,8,1
2025_07_NE_TEN,2025,7,NE,TEN,10,8,5,3
2025_07_NE_TEN,2025,7,TEN,NE,10,7,6,1
2025_07_NO_CHI,2025,7,CHI,NO,12,9,7,2
2025_07_NO_CHI,2025,7,NO,CHI,11,9,7,2
2025_07_NYG_DEN,2025,7,DEN,NYG,13,8,4,4
2025_07_NYG_DEN,2025,7,NYG,DEN,12,9,4,5
2025_07_PHI_MIN,2025,7,MIN,PHI,10,7,6,1
2025_07_PHI_MIN,2025,7,PHI,MIN,10,8,5,3
2025_07_PIT_CIN,2025,7,CIN,PIT,10,8,5,3
2025_07_PIT_CIN,2025,7,PIT,CIN,10,9,5,4
2025_07_TB_DET,2025,7,DET,TB,13,6,3,3
2025_07_TB_DET,2025,7,TB,DET,14,6,5,1
2025_07_WAS_DAL,2025,7,DAL,WAS,13,7,3,4
2025_07_WAS_DAL,2025,7,WAS,DAL,13,11,8,3
2025_08_BUF_CAR,2025,8,BUF,CAR,10,8,3,5
2025_08_BUF_CAR,2025,8,CAR,BUF,11,8,7,1
2025_08_CHI_BAL,2025,8,BAL,CHI,9,8,5,3
2025_08_CHI_BAL,2025,8,CHI,BAL,9,8,7,1
2025_08_CLE_NE,2025,8,CLE,NE,12,8,6,2
2025_08_CLE_NE,2025,8,NE,CLE,13,10,7,3
2025_08_DAL_DEN,2025,8,DAL,DEN,11,10,7,3
2025_08_DAL_DEN,2025,8,DEN,DAL,12,9,3,6
2025_08_GB_PIT,2025,8,GB,PIT,12,11,7,4
2025_08_GB_PIT,2025,8,PIT,GB,11,11,9,2
2025_08_MIA_ATL,2025,8,ATL,MIA,11,8,7,1
2025_08_MIA_ATL,2025,8,MIA,ATL,10,9,5,4
2025_08_MIN_LAC,2025,8,LAC,MIN,9,8,4,4
2025_08_MIN_LAC,2025,8,MIN,LAC,10,9,8,1
2025_08_NYG_PHI,2025,8,NYG,PHI,9,9,7,2
2025_08_NYG_PHI,2025,8,PHI,NYG,9,8,3,5
2025_08_NYJ_CIN,2025,8,CIN,NYJ,10,8,3,5
2025_08_NYJ_CIN,2025,8,NYJ,CIN,11,10,6,4
2025_08_SF_HOU,2025,8,HOU,SF,10,7,5,2
2025_08_SF_HOU,2025,8,SF,HOU,9,8,6,2
2025_08_TB_NO,2025,8,NO,TB,11,8,8,0
2025_08_TB_NO,2025,8,TB,NO,11,6,5,1
2025_08_TEN_IND,2025,8,IND,TEN,11,7,2,5
2025_08_TEN_IND,2025,8,TEN,IND,11,8,6,2
2025_08_WAS_KC,2025,8,KC,WAS,9,6,2,4
2025_08_WAS_KC,2025,8,WAS,KC,8,6,5,1
2025_09_ARI_DAL,2025,9,ARI,DAL,10,6,3,3
2025_09_ARI_DAL,2025,9,DAL,ARI,10,9,8,1
2025_09_ATL_NE,2025,9,ATL,NE,10,9,6,3
2025_09_ATL_NE,2025,9,NE,ATL,11,7,4,3
2025_09_BAL_MIA,2025,9,BAL,MIA,11,6,2,4
2025_09_BAL_MIA,2025,9,MIA,BAL,11,8,8,0
2025_09_CAR_GB,2025,9,CAR,GB,7,5,3,2
2025_09_CAR_GB,2025,9,GB,CAR,8,6,5,1
2025_09_CHI_CIN,2025,9,CHI,CIN,12,10,3,7
2025_09_CHI_CIN,2025,9,CIN,CHI,13,12,7,5
2025_09_DEN_HOU,2025,9,DEN,HOU,13,8,6,2
2025_09_DEN_HOU,2025,9,HOU,DEN,15,7,7,0
2025_09_IND_PIT,2025,9,IND,PIT,11,8,6,2
2025_09_IND_PIT,2025,9,PIT,IND,13,11,8,3
2025_09_JAX_LV,2025,9,JAX,LV,9,8,5,3
2025_09_JAX_LV,2025,9,LV,JAX,9,7,3,4
2025_09_KC_BUF,2025,9,BUF,KC,10,8,4,4
2025_09_KC_BUF,2025,9,KC,BUF,10,7,5,2
2025_09_LAC_TEN,2025,9,LAC,TEN,11,8,5,3
2025_09_LAC_TEN,2025,9,TEN,LAC,11,10,10,0
2025_09_MIN_DET,2025,9,DET,MIN,11,8,5,3
2025_09_MIN_DET,2025,9,MIN,DET,12,8,5,3
2025_09_NO_LA,2025,9,LA,NO,10,7,2,5
2025_09_NO_LA,2025,9,NO,LA,9,8,7,1
2025_09_SEA_WAS,2025,9,SEA,WAS,10,8,3,5
2025_09_SEA_WAS,2025,9,WAS,SEA,10,6,4,3
2025_09_SF_NYG,2025,9,NYG,SF,10,8,5,3
2025_09_SF_NYG,2025,9,SF,NYG,11,7,3,4
2025_10_ARI_SEA,2025,10,ARI,SEA,12,12,9,3
2025_10_ARI_SEA,2025,10,SEA,ARI,13,9,6,3
2025_10_ATL_IND,2025,10,ATL,IND,13,8,5,3
2025_10_ATL_IND,2025,10,IND,ATL,12,11,7,4
2025_10_BAL_MIN,2025,10,BAL,MIN,13,9,7,2
2025_10_BAL_MIN,2025,10,MIN,BAL,13,11,8,3
2025_10_BUF_MIA,2025,10,BUF,MIA,11,8,6,2
2025_10_BUF_MIA,2025,10,MIA,BUF,11,7,3,4
2025_10_CLE_NYJ,2025,10,CLE,NYJ,12,9,7,2
2025_10_CLE_NYJ,2025,10,NYJ,CLE,12,7,5,2
2025_10_DET_WAS,2025,10,DET,WAS,9,8,3,5
2025_10_DET_WAS,2025,10,WAS,DET,9,8,5,3
2025_10_JAX_HOU,2025,10,HOU,JAX,12,9,4,5
2025_10_JAX_HOU,2025,10,JAX,HOU,11,10,8,2
2025_10_LA_SF,2025,10,LA,SF,10,8,2,6
2025_10_LA_SF,2025,10,SF,LA,9,8,4,4
2025_10_LV_DEN,2025,10,DEN,LV,13,6,5,1
2025_10_LV_DEN,2025,10,LV,DEN,13,6,5,1
2025_10_NE_TB,2025,10,NE,TB,12,8,4,4
2025_10_NE_TB,2025,10,TB,NE,11,7,4,3
2025_10_NO_CAR,2025,10,CAR,NO,10,6,5,1
2025_10_NO_CAR,2025,10,NO,CAR,9,6,4,2
2025_10_NYG_CHI,2025,10,CHI,NYG,12,10,7,3
2025_10_NYG_CHI,2025,10,NYG,CHI,11,9,7,2
2025_10_PHI_GB,2025,10,GB,PHI,10,5,4,1
2025_10_PHI_GB,2025,10,PHI,GB,10,5,4,1
2025_10_PIT_LAC,2025,10,LAC,PIT,13,9,7,2
2025_10_PIT_LAC,2025,10,PIT,LAC,12,8,7,1
2025_11_BAL_CLE,2025,11,BAL,CLE,12,11,9,2
2025_11_BAL_CLE,2025,11,CLE,BAL,13,8,8,0
2025_11_CAR_ATL,2025,11,ATL,CAR,13,10,7,3
2025_11_CAR_ATL,2025,11,CAR,ATL,12,10,7,3
2025_11_CHI_MIN,2025,11,CHI,MIN,12,7,6,1
2025_11_CHI_MIN,2025,11,MIN,CHI,13,8,6,2
2025_11_CIN_PIT,2025,11,CIN,PIT,10,7,6,1
2025_11_CIN_PIT,2025,11,PIT,CIN,10,7,5,2
2025_11_DAL_LV,2025,11,DAL,LV,10,9,5,4
2025_11_DAL_LV,2025,11,LV,DAL,11,7,6,1
2025_11_DET_PHI,2025,11,DET,PHI,13,7,6,1
2025_11_DET_PHI,2025,11,PHI,DET,13,6,5,1
2025_11_GB_NYG,2025,11,GB,NYG,8,6,2,4
2025_11_GB_NYG,2025,11,NYG,GB,10,6,3,3
2025_11_HOU_TEN,2025,11,HOU,TEN,11,7,6,1
2025_11_HOU_TEN,2025,11,TEN,HOU,11,6,5,1
2025_11_KC_DEN,2025,11,DEN,KC,10,8,7,1
2025_11_KC_DEN,2025,11,KC,DEN,10,7,5,2
2025_11_LAC_JAX,2025,11,JAX,LAC,10,7,2,5
2025_11_LAC_JAX,2025,11,LAC,JAX,9,9,9,0
2025_11_NYJ_NE,2025,11,NE,NYJ,10,7,4,3
2025_11_NYJ_NE,2025,11,NYJ,NE,9,6,4,2
2025_11_SEA_LA,2025,11,LA,SEA,12,8,5,3
2025_11_SEA_LA,2025,11,SEA,LA,12,7,6,1
2025_11_SF_ARI,2025,11,ARI,SF,11,9,6,3
2025_11_SF_ARI,2025,11,SF,ARI,12,11,6,5
2025_11_TB_BUF,2025,11,BUF,TB,11,9,3,6
2025_11_TB_BUF,2025,11,TB,BUF,13,10,6,4
2025_11_WAS_MIA,2025,11,MIA,WAS,9,6,5,1
2025_11_WAS_MIA,2025,11,WAS,MIA,8,6,5,1
2025_12_ATL_NO,2025,12,ATL,NO,12,5,3,2
2025_12_ATL_NO,2025,12,NO,ATL,11,8,8,0
2025_12_BUF_HOU,2025,12,BUF,HOU,12,10,8,2
2025_12_BUF_HOU,2025,12,HOU,BUF,12,7,5,2
2025_12_CAR_SF,2025,12,CAR,SF,9,7,6,1
2025_12_CAR_SF,2025,12,SF,CAR,10,5,3,2
2025_12_CLE_LV,2025,12,CLE,LV,15,8,5,3
2025_12_CLE_LV,2025,12,LV,CLE,15,7,6,1
2025_12_IND_KC,2025,12,IND,KC,11,9,7,2
2025_12_IND_KC,2025,12,KC,IND,11,9,8,1
2025_12_JAX_ARI,2025,12,ARI,JAX,13,10,8,2
2025_12_JAX_ARI,2025,12,JAX,ARI,14,9,6,3
2025_12_MIN_GB,2025,12,GB,MIN,11,7,5,2
2025_12_MIN_GB,2025,12,MIN,GB,9,7,7,0
2025_12_NE_CIN,2025,12,CIN,NE,11,10,9,1
2025_12_NE_CIN,2025,12,NE,CIN,11,9,8,1
2025_12_NYG_DET,2025,12,DET,NYG,13,9,5,4
2025_12_NYG_DET,2025,12,NYG,DET,12,9,6,3
2025_12_NYJ_BAL,2025,12,BAL,NYJ,11,5,3,2
2025_12_NYJ_BAL,2025,12,NYJ,BAL,10,7,6,1
2025_12_PHI_DAL,2025,12,DAL,PHI,12,10,7,3
2025_12_PHI_DAL,2025,12,PHI,DAL,11,7,4,3
2025_12_PIT_CHI,2025,12,CHI,PIT,12,9,5,4
2025_12_PIT_CHI,2025,12,PIT,CHI,11,8,5,3
2025_12_SEA_TEN,2025,12,SEA,TEN,10,7,4,3
2025_12_SEA_TEN,2025,12,TEN,SEA,9,9,7,2
2025_12_TB_LA,2025,12,LA,TB,10,7,4,3
2025_12_TB_LA,2025,12,TB,LA,11,8,7,1
2025_13_ARI_TB,2025,13,ARI,TB,10,7,5,2
2025_13_ARI_TB,2025,13,TB,ARI,10,7,5,2
2025_13_ATL_NYJ,2025,13,ATL,NYJ,11,8,5,3
2025_13_ATL_NYJ,2025,13,NYJ,ATL,13,7,4,3
2025_13_BUF_PIT,2025,13,BUF,PIT,9,6,4,2
2025_13_BUF_PIT,2025,13,PIT,BUF,10,6,5,1
2025_13_CHI_PHI,2025,13,CHI,PHI,12,7,4,3
2025_13_CHI_PHI,2025,13,PHI,CHI,11,8,6,2
2025_13_CIN_BAL,2025,13,BAL,CIN,13,9,7,2
2025_13_CIN_BAL,2025,13,CIN,BAL,12,11,9,2
2025_13_DEN_WAS,2025,13,DEN,WAS,10,6,3,3
2025_13_DEN_WAS,2025,13,WAS,DEN,11,9,6,3
2025_13_GB_DET,2025,13,DET,GB,8,7,4,3
2025_13_GB_DET,2025,13,GB,DET,9,7,3,4
2025_13_HOU_IND,2025,13,HOU,IND,10,5,3,2
2025_13_HOU_IND,2025,13,IND,HOU,9,8,6,2
2025_13_JAX_TEN,2025,13,JAX,TEN,12,5,2,3
2025_13_JAX_TEN,2025,13,TEN,JAX,11,6,5,1
2025_13_KC_DAL,2025,13,DAL,KC,10,8,5,3
2025_13_KC_DAL,2025,13,KC,DAL,9,7,3,4
2025_13_LA_CAR,2025,13,CAR,LA,9,7,4,3
2025_13_LA_CAR,2025,13,LA,CAR,9,7,3,4
2025_13_LV_LAC,2025,13,LAC,LV,10,7,3,4
2025_13_LV_LAC,2025,13,LV,LAC,10,7,5,2
2025_13_MIN_SEA,2025,13,MIN,SEA,13,8,8,0
2025_13_MIN_SEA,2025,13,SEA,MIN,11,5,4,1
2025_13_NO_MIA,2025,13,MIA,NO,13,8,7,1
2025_13_NO_MIA,2025,13,NO,MIA,12,6,4,2
2025_13_NYG_NE,2025,13,NE,NYG,11,10,8,2
2025_13_NYG_NE,2025,13,NYG,NE,10,9,7,2
2025_13_SF_CLE,2025,13,CLE,SF,9,7,6,1
2025_13_SF_CLE,2025,13,SF,CLE,11,6,3,3
2025_14_CHI_GB,2025,14,CHI,GB,9,7,5,2
2025_14_CHI_GB,2025,14,GB,CHI,9,6,2,4
2025_14_CIN_BUF,2025,14,BUF,CIN,10,9,5,4
2025_14_CIN_BUF,2025,14,CIN,BUF,9,8,3,5
2025_14_DAL_DET,2025,14,DAL,DET,11,9,7,2
2025_14_DAL_DET,2025,14,DET,DAL,12,11,6,5
2025_14_DEN_LV,2025,14,DEN,LV,8,6,4,2
2025_14_DEN_LV,2025,14,LV,DEN,8,6,4,2
2025_14_HOU_KC,2025,14,HOU,KC,13,7,5,2
2025_14_HOU_KC,2025,14,KC,HOU,13,8,7,1
2025_14_IND_JAX,2025,14,IND,JAX,12,7,5,2
2025_14_IND_JAX,2025,14,JAX,IND,12,11,7,4
2025_14_LA_ARI,2025,14,ARI,LA,11,9,7,2
2025_14_LA_ARI,2025,14,LA,ARI,11,8,2,6
2025_14_MIA_NYJ,2025,14,MIA,NYJ,13,7,3,4
2025_14_MIA_NYJ,2025,14,NYJ,MIA,13,9,9,0
2025_14_NO_TB,2025,14,NO,TB,11,9,6,3
2025_14_NO_TB,2025,14,TB,NO,11,6,4,2
2025_14_PHI_LAC,2025,14,LAC,PHI,14,11,10,1
2025_14_PHI_LAC,2025,14,PHI,LAC,14,12,11,1
2025_14_PIT_BAL,2025,14,BAL,PIT,10,9,7,2
2025_14_PIT_BAL,2025,14,PIT,BAL,10,8,5,3
2025_14_SEA_ATL,2025,14,ATL,SEA,11,10,10,0
2025_14_SEA_ATL,2025,14,SEA,ATL,11,7,3,4
2025_14_TEN_CLE,2025,14,CLE,TEN,15,9,5,4
2025_14_TEN_CLE,2025,14,TEN,CLE,15,10,6,4
2025_14_WAS_MIN,2025,14,MIN,WAS,8,6,2,4
2025_14_WAS_MIN,2025,14,WAS,MIN,7,6,6,0
2025_15_ARI_HOU,2025,15,ARI,HOU,10,9,6,3
2025_15_ARI_HOU,2025,15,HOU,ARI,11,10,6,4
2025_15_ATL_TB,2025,15,ATL,TB,10,7,3,4
2025_15_ATL_TB,2025,15,TB,ATL,11,9,6,3
2025_15_BAL_CIN,2025,15,BAL,CIN,9,5,3,2
2025_15_BAL_CIN,2025,15,CIN,BAL,9,8,8,0
2025_15_BUF_NE,2025,15,BUF,NE,10,8,3,5
2025_15_BUF_NE,2025,15,NE,BUF,10,8,4,4
2025_15_CAR_NO,2025,15,CAR,NO,8,6,4,2
2025_15_CAR_NO,2025,15,NO,CAR,9,8,6,2
2025_15_CLE_CHI,2025,15,CHI,CLE,13,8,4,4
2025_15_CLE_CHI,2025,15,CLE,CHI,12,8,8,0
2025_15_DET_LA,2025,15,DET,LA,11,10,6,4
2025_15_DET_LA,2025,15,LA,DET,11,10,5,5
2025_15_GB_DEN,2025,15,DEN,GB,12,10,5,5
2025_15_GB_DEN,2025,15,GB,DEN,11,8,6,2
2025_15_IND_SEA,2025,15,IND,SEA,10,9,8,1
2025_15_IND_SEA,2025,15,SEA,IND,11,7,7,0
2025_15_LAC_KC,2025,15,KC,LAC,10,8,7,1
2025_15_LAC_KC,2025,15,LAC,KC,10,5,4,1
2025_15_LV_PHI,2025,15,LV,PHI,8,6,6,0
2025_15_LV_PHI,2025,15,PHI,LV,8,6,2,4
2025_15_MIA_PIT,2025,15,MIA,PIT,10,7,5,2
2025_15_MIA_PIT,2025,15,PIT,MIA,9,7,3,4
2025_15_MIN_DAL,2025,15,DAL,MIN,10,9,7,2
2025_15_MIN_DAL,2025,15,MIN,DAL,11,11,7,4
2025_15_NYJ_JAX,2025,15,JAX,NYJ,12,8,2,6
2025_15_NYJ_JAX,2025,15,NYJ,JAX,12,10,8,2
2025_15_TEN_SF,2025,15,SF,TEN,8,7,3,4
2025_15_TEN_SF,2025,15,TEN,SF,9,9,6,3
