game_id,season,week,posteam,defteam,drives,fg_range_drives,stalls,off_tds
2025_15_WAS_NYG,2025,15,NYG,WAS,12,8,5,3
2025_15_WAS_NYG,2025,15,WAS,NYG,13,10,8,2
2025_16_ATL_ARI,2025,16,ARI,ATL,9,8,7,1
2025_16_ATL_ARI,2025,16,ATL,ARI,9,7,4,3
2025_16_BUF_CLE,2025,16,BUF,CLE,10,8,5,3
2025_16_BUF_CLE,2025,16,CLE,BUF,10,7,5,2
2025_16_CIN_MIA,2025,16,CIN,MIA,12,10,4,6
2025_16_CIN_MIA,2025,16,MIA,CIN,12,9,6,3
2025_16_GB_CHI,2025,16,CHI,GB,9,7,6,2
2025_16_GB_CHI,2025,16,GB,CHI,10,9,7,2
2025_16_JAX_DEN,2025,16,DEN,JAX,12,8,6,2
2025_16_JAX_DEN,2025,16,JAX,DEN,12,9,5,4
2025_16_KC_TEN,2025,16,KC,TEN,10,6,6,0
2025_16_KC_TEN,2025,16,TEN,KC,11,6,3,3
2025_16_LAC_DAL,2025,16,DAL,LAC,9,8,6,2
2025_16_LAC_DAL,2025,16,LAC,DAL,8,7,3,4
2025_16_LA_SEA,2025,16,LA,SEA,14,11,7,4
2025_16_LA_SEA,2025,16,SEA,LA,14,11,7,4
2025_16_LV_HOU,2025,16,HOU,LV,12,8,7,1
2025_16_LV_HOU,2025,16,LV,HOU,11,8,5,3
2025_16_MIN_NYG,2025,16,MIN,NYG,9,6,5,1
2025_16_MIN_NYG,2025,16,NYG,MIN,8,8,8,0
2025_16_NE_BAL,2025,16,BAL,NE,10,6,3,3
2025_16_NE_BAL,2025,16,NE,BAL,10,9,6,3
2025_16_NYJ_NO,2025,16,NO,NYJ,11,9,7,2
2025_16_NYJ_NO,2025,16,NYJ,NO,11,9,9,0
2025_16_PHI_WAS,2025,16,PHI,WAS,10,9,5,4
2025_16_PHI_WAS,2025,16,WAS,PHI,10,7,5,2
2025_16_PIT_DET,2025,16,DET,PIT,11,9,6,3
2025_16_PIT_DET,2025,16,PIT,DET,10,8,5,3
2025_16_SF_IND,2025,16,IND,SF,10,10,6,4
2025_16_SF_IND,2025,16,SF,IND,11,10,5,5
2025_16_TB_CAR,2025,16,CAR,TB,9,8,6,2
2025_16_TB_CAR,2025,16,TB,CAR,9,7,5,2
2025_17_ARI_CIN,2025,17,ARI,CIN,9,8,6,2
2025_17_ARI_CIN,2025,17,CIN,ARI,10,7,2,5
2025_17_BAL_GB,2025,17,BAL,GB,9,8,3,5
2025_17_BAL_GB,2025,17,GB,BAL,9,9,6,3
2025_17_CHI_SF,2025,17,CHI,SF,10,9,5,4
2025_17_CHI_SF,2025,17,SF,CHI,10,8,2,6
2025_17_DAL_WAS,2025,17,DAL,WAS,9,8,5,3
2025_17_DAL_WAS,2025,17,WAS,DAL,9,8,6,2
2025_17_DEN_KC,2025,17,DEN,KC,8,5,3,2
2025_17_DEN_KC,2025,17,KC,DEN,8,7,6,1
2025_17_DET_MIN,2025,17,DET,MIN,13,8,7,1
2025_17_DET_MIN,2025,17,MIN,DET,12,7,5,2
2025_17_HOU_LAC,2025,17,HOU,LAC,13,7,5,2
2025_17_HOU_LAC,2025,17,LAC,HOU,12,8,6,2
2025_17_JAX_IND,2025,17,IND,JAX,11,7,5,2
2025_17_JAX_IND,2025,17,JAX,IND,10,9,7,2
2025_17_LA_ATL,2025,17,ATL,LA,12,8,6,2
2025_17_LA_ATL,2025,17,LA,ATL,12,9,7,2
2025_17_NE_NYJ,2025,17,NE,NYJ,10,8,2,6
2025_17_NE_NYJ,2025,17,NYJ,NE,10,10,9,1
2025_17_NO_TEN,2025,17,NO,TEN,12,10,7,3
2025_17_NO_TEN,2025,17,TEN,NO,12,10,8,2
2025_17_NYG_LV,2025,17,LV,NYG,8,7,6,1
2025_17_NYG_LV,2025,17,NYG,LV,9,7,3,4
2025_17_PHI_BUF,2025,17,BUF,PHI,11,9,7,2
2025_17_PHI_BUF,2025,17,PHI,BUF,11,6,5,1
2025_17_PIT_CLE,2025,17,CLE,PIT,11,4,3,1
2025_17_PIT_CLE,2025,17,PIT,CLE,11,7,7,0
2025_17_SEA_CAR,2025,17,CAR,SEA,11,7,6,1
2025_17_SEA_CAR,2025,17,SEA,CAR,11,8,5,3
2025_17_TB_MIA,2025,17,MIA,TB,11,6,4,2
2025_17_TB_MIA,2025,17,TB,MIA,10,10,8,2
2025_18_ARI_LA,2025,18,ARI,LA,9,9,7,2
2025_18_ARI_LA,2025,18,LA,ARI,10,9,5,4
2025_18_BAL_PIT,2025,18,BAL,PIT,10,8,5,3
2025_18_BAL_PIT,2025,18,PIT,BAL,11,7,4,3
2025_18_CAR_TB,2025,18,CAR,TB,10,7,5,2
2025_18_CAR_TB,2025,18,TB,CAR,10,7,6,1
2025_18_CLE_CIN,2025,18,CIN,CLE,11,8,5,3
2025_18_CLE_CIN,2025,18,CLE,CIN,11,6,6,0
2025_18_DAL_NYG,2025,18,DAL,NYG,11,9,7,2
2025_18_DAL_NYG,2025,18,NYG,DAL,10,9,6,3
2025_18_DET_CHI,2025,18,CHI,DET,9,6,4,2
2025_18_DET_CHI,2025,18,DET,CHI,9,8,7,1
2025_18_GB_MIN,2025,18,GB,MIN,10,5,5,0
2025_18_GB_MIN,2025,18,MIN,GB,10,5,4,1
2025_18_IND_HOU,2025,18,HOU,IND,12,10,8,2
2025_18_IND_HOU,2025,18,IND,HOU,11,9,6,3
2025_18_KC_LV,2025,18,KC,LV,15,10,10,0
2025_18_KC_LV,2025,18,LV,KC,14,8,8,0
2025_18_LAC_DEN,2025,18,DEN,LAC,13,7,7,0
2025_18_LAC_DEN,2025,18,LAC,DEN,12,7,7,0
2025_18_MIA_NE,2025,18,MIA,NE,11,7,6,1
2025_18_MIA_NE,2025,18,NE,MIA,12,9,4,5
2025_18_NO_ATL,2025,18,ATL,NO,12,9,8,1
2025_18_NO_ATL,2025,18,NO,ATL,11,7,5,2
2025_18_NYJ_BUF,2025,18,BUF,NYJ,9,8,3,5
2025_18_NYJ_BUF,2025,18,NYJ,BUF,8,6,5,1
2025_18_SEA_SF,2025,18,SEA,SF,9,8,7,1
2025_18_SEA_SF,2025,18,SF,SEA,8,4,4,0
2025_18_TEN_JAX,2025,18,JAX,TEN,11,7,3,4
2025_18_TEN_JAX,2025,18,TEN,JAX,10,8,7,1
2025_18_WAS_PHI,2025,18,PHI,WAS,10,8,6,2
2025_18_WAS_PHI,2025,18,WAS,PHI,11,7,4,3
